Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1763466,"August 13, 2020",Minnesota,Minneapolis (Brooklyn Park),5805 73rd Ave N,1,0,N/A
1762990,"August 12, 2020",Ohio,Columbus,332  N Monroe Ave,1,0,N/A
1761914,"August 11, 2020",Wisconsin,Madison,E Washington Ave and Lexington Ave,1,0,N/A
1760884,"August 10, 2020",Florida,Fort Lauderdale (Davie),SW 18th Ct,2,0,N/A
1760195,"August 9, 2020",Texas,Longview,200 block of Whatley Rd,1,0,N/A
1760877,"August 9, 2020",Missouri,Saint Joseph,2001 Messanie St,1,2,N/A
1759828,"August 9, 2020",North Carolina,Wilson,5100 block of Archers Rd,1,0,N/A
1757373,"August 6, 2020",Connecticut,New Haven,630 Howard Ave,1,0,N/A
1757205,"August 6, 2020",South Carolina,Summerville,100 Block of Langley Dr,1,0,N/A
1755718,"August 4, 2020",Michigan,Saginaw,3000 Birch Park Dr,1,0,N/A
1754120,"August 3, 2020",Arkansas,Little Rock,600 Hardin Rd,1,0,N/A
1753878,"August 2, 2020",Ohio,Akron,1200 block of 5th Ave,1,2,N/A
1752497,"August 1, 2020",Florida,Pensacola,600 block of N B St,1,0,N/A
1752828,"August 1, 2020",Pennsylvania,Philadelphia,200 block of Simpson St,1,0,N/A
1751677,"July 31, 2020",Illinois,Chicago,900 block of N Cambridge Ave,1,0,N/A
1749873,"July 29, 2020",Ohio,Elyria,537 Willow Park Rd,5,0,N/A
1750109,"July 29, 2020",Indiana,Hammond,3300 block of Craig Dr,1,0,N/A
1748401,"July 28, 2020",Georgia,Atlanta,3310 W Manor Ln SW,1,0,N/A
1746308,"July 25, 2020",South Carolina,Graniteville,Gentle Bend Ct,1,0,N/A
1746160,"July 25, 2020",Florida,Miami,2900 block of Northwest 51st St,1,3,N/A
1745610,"July 24, 2020",North Carolina,Edenton,US-17 and W Queen St,1,1,N/A
1744741,"July 23, 2020",Ohio,Crown City,Double Creek Rd,1,0,N/A
1742859,"July 22, 2020",Michigan,Warren,21516 Dequindre Rd,1,0,N/A
1743207,"July 22, 2020",South Carolina,Columbia,80 Brighton Hill Rd,1,0,N/A
1742185,"July 22, 2020",Ohio,Canton,1600 block of Clarendon Ave SW,1,1,N/A
1742026,"July 21, 2020",Wisconsin,Milwaukee,6600 block of N 105th St,1,0,N/A
1740578,"July 20, 2020",Texas,Arlington,4100 block of Maple Springs Dr,1,1,N/A
1737194,"July 16, 2020",Colorado,Commerce City,7800 block of Jasmine Dr,1,0,N/A
1736040,"July 15, 2020",Missouri,Saint Louis,5000 block of S Broadway,1,0,N/A
1735515,"July 14, 2020",Georgia,Rochelle,151 C Alley Ave,1,0,N/A
1733720,"July 13, 2020",Louisiana,New Orleans,2100 block of Pauger St,1,2,N/A
1732993,"July 12, 2020",New York,Brooklyn,Madison St and Marcus Garvey Blvd,1,3,N/A
1733593,"July 12, 2020",Ohio,Lorain,1900 block of W 21st St,1,2,N/A
1733626,"July 11, 2020",Tennessee,Bristol,Meadow View Rd,1,0,N/A
1732494,"July 11, 2020",Ohio,Cleveland (Cleveland Heights),3900 block of Delmore Rd,2,0,N/A
1729596,"July 8, 2020",Pennsylvania,Waynesboro,Cleveland Ave,1,0,N/A
1726980,"July 6, 2020",Florida,Port Saint Lucie,2500 block of Southeast Morningside Blvd,3,1,N/A
1725904,"July 5, 2020",Pennsylvania,Philadelphia,4600 block of Kendrick St,1,0,N/A
1726133,"July 5, 2020",Indiana,Avon,1046 Preakness Dr,2,0,N/A
1725946,"July 5, 2020",Missouri,Columbia,Volunteer Dr and Grace Ln,2,3,N/A
1725743,"July 4, 2020",California,San Francisco,1200 block of Ingalls St,1,1,N/A
1724958,"July 4, 2020",South Carolina,Galivants Ferry,7000 block of Millpond Rd,1,0,N/A
1725006,"July 4, 2020",District of Columbia,Washington,1400 block of Cedar St SE,1,0,N/A
1724737,"July 4, 2020",Illinois,Chicago,152 N Latrobe Ave,1,1,N/A
1725655,"July 4, 2020",Georgia,Atlanta,1238 Pryor Rd,1,0,N/A
1726240,"July 4, 2020",Missouri,Saint Louis,Pendleton Ave and W Page Blvd,1,0,N/A
1723897,"July 3, 2020",Alabama,Birmingham (Hoover),2000 Riverchase Galleria,1,3,N/A
1723513,"July 2, 2020",Tennessee,Hendersonville,3199 Long Hollow Pike,1,0,N/A
1723184,"July 2, 2020",California,Delano,2100 block of Oleander St,2,3,N/A
1722608,"July 2, 2020",Florida,Fort Lauderdale,1500 block of NW Second Ave,1,0,N/A
1722094,"July 1, 2020",California,Los Angeles,9200 block of Success Ave,3,0,N/A
1721372,"June 30, 2020",West Virginia,Elkview,Deer Run Rd,1,0,N/A
1721720,"June 30, 2020",Florida,Palm Bay,Washington St,1,0,N/A
1719759,"June 29, 2020",Missouri,Kansas City,6135 Blue Hills Rd,1,0,N/A
1722137,"June 28, 2020",Michigan,Mackinaw City,1027 S Huron Ave,2,0,N/A
1718981,"June 27, 2020",Illinois,Chicago,3500 block of W Dickens Ave,1,0,N/A
1718359,"June 27, 2020",Illinois,Chicago,W 60th St and S Halsted St,1,1,N/A
1718645,"June 26, 2020",West Virginia,Cottageville,N/A,1,1,N/A
1718444,"June 26, 2020",Missouri,Saint Louis (Berkeley),Jefferson Ave and Airport Rd,1,0,N/A
1719472,"June 26, 2020",Ohio,Springboro,30 block of Royal Dr,1,0,N/A
1715967,"June 23, 2020",Colorado,Yoder,7700 block of Edison Rd,1,0,N/A
1715341,"June 23, 2020",North Carolina,Forest City,Oak St and Harmon St,1,0,N/A
1712143,"June 20, 2020",Ohio,Lima,1200 block of Virginia Ave,1,0,N/A
1711361,"June 20, 2020",Illinois,Chicago,600 block of N Central,1,1,N/A
1709991,"June 19, 2020",Maryland,Baltimore,200 block of Boswell Rd,2,0,N/A
1710198,"June 19, 2020",Virginia,Hot Springs,Coles Mountain Rd,1,0,N/A
1711149,"June 18, 2020",Texas,El Paso,700 block of Ascension Rd,1,0,N/A
1708789,"June 18, 2020",Indiana,South Bend,626 Leland Ave,1,0,N/A
1708771,"June 17, 2020",Georgia,Atlanta,2600 block of Fox Hall Ln S,1,0,N/A
1710260,"June 16, 2020",Texas,Bay City,Frost Rd,1,0,N/A
1706543,"June 15, 2020",Florida,Jacksonville,127 East 43rd St,1,0,N/A
1705419,"June 14, 2020",Kansas,Junction City,Clarks Creek Rd,1,0,N/A
1707257,"June 12, 2020",Washington,Vancouver,10202 NW 20th Ave,2,0,N/A
1703044,"June 11, 2020",Louisiana,Monroe,1101 Richwood Road 2,6,0,N/A
1704036,"June 11, 2020",Mississippi,Woodville,1119 Ford Creek Rd,1,0,N/A
1703018,"June 11, 2020",Louisiana,Ruston (Woodville),Fords Creek Rd,1,0,N/A
1701717,"June 9, 2020",North Carolina,Burgaw,N/A,1,0,N/A
1698751,"June 6, 2020",New Mexico,Albuquerque,7111 Acton Ct NW,1,0,N/A
1696520,"June 3, 2020",Utah,Kamas,3800 UT-248,1,0,N/A
1695428,"June 2, 2020",Utah,South Jordan,4329 W Pentenwell Lane,3,0,N/A
1695493,"June 1, 2020",Kentucky,Beattyville,Fox Hollow Rd,1,0,N/A
1695756,"May 31, 2020",New Jersey,West Orange,3 Susan Ct,2,0,N/A
1690969,"May 27, 2020",Illinois,Machesney Park,1121 Minns Dr,3,0,N/A
1691205,"May 27, 2020",Texas,Amarillo,3900 block of Paradise Ave,1,0,N/A
1692873,"May 26, 2020",Pennsylvania,Lansford,600 block of E Patterson St,3,0,N/A
1689331,"May 26, 2020",Pennsylvania,Philadelphia,5900 block of N 20th St,1,0,N/A
1688194,"May 25, 2020",Texas,San Antonio,1415 Avant Ave,1,0,N/A
1688148,"May 24, 2020",Alabama,Morris,8005 Triple Creek Cir,1,0,N/A
1687907,"May 24, 2020",Pennsylvania,Lehighton,100 block of Laurel Spring Rd,1,0,N/A
1695616,"May 24, 2020",Idaho,Kimberly,200 block of Center St East,2,0,N/A
1684658,"May 21, 2020",Michigan,Detroit,18600 block of Birwood St,1,0,N/A
1684673,"May 20, 2020",Illinois,Peoria,2300 block of N Maryland St,1,0,N/A
1685002,"May 20, 2020",Texas,Salado,N/A,1,0,N/A
1682594,"May 18, 2020",Texas,Dallas,511 Highcrest Dr,2,1,N/A
1682432,"May 17, 2020",Michigan,Flint,2200 block of Cadillac St,1,0,N/A
1682273,"May 17, 2020",California,La Puente,N Hacienda Blvd and Amar Rd,1,0,N/A
1681915,"May 17, 2020",Ohio,Cincinnati,4800 block of Hawaiian Ter,1,0,N/A
1681557,"May 16, 2020",Georgia,White,Chitwood Cove Rd,1,0,N/A
1679922,"May 14, 2020",Missouri,Saint Louis,4000 block of Peck St,1,0,N/A
1678116,"May 12, 2020",Kentucky,Brodhead,140 Castle Village Dr,2,0,N/A
1677391,"May 11, 2020",Louisiana,New Orleans,2000 block of Lebouef St,2,1,N/A
1675912,"May 9, 2020",Florida,Saint Petersburg,3738 18th Terrace S,1,0,N/A
1673111,"May 5, 2020",Arizona,Tucson,800 block of W Roger Rd,1,0,N/A
1677135,"May 5, 2020",South Carolina,North Charleston,2664 Leeds Ave,2,0,N/A
1673119,"May 5, 2020",Texas,La Porte,10200 block of Old Orchard Rd,1,0,N/A
1671655,"May 3, 2020",Kentucky,Elizabethtown,1242 Woodland Dr,1,0,N/A
1670329,"May 1, 2020",Arkansas,Little Rock,1 Karon Court,2,0,N/A
1670035,"May 1, 2020",Alabama,Pinson,9100 block of Cedar Mountain Rd,1,1,N/A
1669355,"April 29, 2020",South Carolina,Columbia,100 block of Tarragon Dr,1,1,N/A
1669698,"April 28, 2020",Oregon,Sweet Home,1530 Tamarack St,4,0,N/A
1666985,"April 27, 2020",Texas,San Antonio,17655 Henderson Pass,4,0,N/A
1666794,"April 26, 2020",Arkansas,Pine Bluff,1800 block of E 6th Ave,2,1,N/A
1665058,"April 23, 2020",Tennessee,Ooltewah,8548 River Birch Loop,1,0,N/A
1664724,"April 23, 2020",Mississippi,Senatobia,1000 block of N Crockett Rd,1,0,N/A
1663572,"April 21, 2020",Colorado,Westminster,10700 block of Moore Circle,1,0,N/A
1663445,"April 21, 2020",Texas,Killeen,4500 block of Alan Kent Dr,1,0,N/A
1663620,"April 20, 2020",Pennsylvania,Philadelphia,2900 block of Secane Dr,1,0,N/A
1662254,"April 19, 2020",Missouri,Poplar Bluff,100 block of Township Line Rd,2,0,N/A
1659966,"April 15, 2020",Mississippi,Jackson,1200 block of Wood Village Dr,1,3,N/A
1659079,"April 14, 2020",Ohio,Springfield,Clay St,1,0,N/A
1658745,"April 14, 2020",South Carolina,North Charleston,2600 block of Leeds Ave,2,0,N/A
1665283,"April 12, 2020",Georgia,Savannah (Garden City),Second St,1,0,N/A
1657394,"April 11, 2020",Georgia,Conley,1600 Block of Lamont Ave,1,1,N/A
1657017,"April 11, 2020",Tennessee,Memphis,820 Par Ave,1,0,N/A
1656234,"April 10, 2020",Florida,Spring Hill,9474 Dunkirk Rd,3,0,N/A
1656322,"April 10, 2020",Virginia,Roanoke,1606 Chapman Ave SW,1,1,N/A
1659684,"April 9, 2020",Ohio,Middle Point,301 E Lewis St,1,0,N/A
1655206,"April 8, 2020",South Carolina,Rock Hill,1420 Yorkdale Dr,3,0,N/A
1653288,"April 6, 2020",Florida,Jacksonville,10300 Block of Monaco Dr,1,0,N/A
1653122,"April 6, 2020",Mississippi,Jackson,1390 Forest Ave,1,0,N/A
1652874,"April 5, 2020",Pennsylvania,Chester,2600 block of Swarts St,1,0,N/A
1651203,"April 2, 2020",Illinois,Thornton,Blackhawk Dr and Chicago Rd,1,0,N/A
1650388,"April 2, 2020",Florida,Daytona Beach,178 Center St,1,1,N/A
1649813,"March 31, 2020",Indiana,Indianapolis,3200 block of N Tacoma Ave,1,0,N/A
1649454,"March 31, 2020",North Carolina,Lexington,Greensboro St and W Hemstead St,2,0,N/A
1650049,"March 31, 2020",Texas,Houston,8100 block of Richmond Ave,1,0,N/A
1647912,"March 29, 2020",California,Lomita,25814 Hillworth Ave,3,0,N/A
1648311,"March 29, 2020",South Carolina,Myrtle Beach (Surfside Beach),Drake Ln,3,0,N/A
1649123,"March 28, 2020",Kansas,Wichita,4500 block of S Walnut St,2,0,N/A
1646351,"March 26, 2020",Arizona,Sahuarita,899 W Vuelta Granadina,2,0,N/A
1646390,"March 26, 2020",Tennessee,Memphis,2778 Pickering Dr,1,0,N/A
1646198,"March 25, 2020",Florida,Fort Walton Beach,1450 Miracle Strip Pkwy,1,1,N/A
1641069,"March 17, 2020",Kentucky,Lexington,400 block of Campbell St,1,0,N/A
1640042,"March 15, 2020",Kentucky,Louisville,4200 block of Lees Lane,1,0,N/A
1640826,"March 15, 2020",Idaho,Horseshoe Bend,100 block of Canyon St,1,0,N/A
1639222,"March 13, 2020",Tennessee,Memphis,650 Gallan Dr,1,0,N/A
1637594,"March 10, 2020",Texas,Dallas,16060 Dallas Pkwy,4,0,N/A
1636763,"March 8, 2020",North Carolina,Fairview,N/A,1,0,N/A
1632363,"March 2, 2020",California,Hanford,1000 block of W Cortner St,2,0,N/A
1626734,"February 22, 2020",Missouri,Saint Louis,Highland Ave and N Euclid Ave,1,1,N/A
1622731,"February 16, 2020",Tennessee,Memphis,1984 Bonnie Dr,1,0,N/A
1621614,"February 14, 2020",Virginia,Midland,12870 Elk Run Rd,2,1,N/A
1621669,"February 13, 2020",California,Vallejo,500 block of Quartz Lane,3,0,N/A
1619984,"February 11, 2020",Louisiana,New Iberia,2200 block of N Neco Town Rd,1,0,N/A
1619510,"February 11, 2020",Texas,Sugar Land,8511 Evening Light Dr,3,0,N/A
1618350,"February 10, 2020",Florida,Naples,1549 Sandpiper St,2,0,N/A
1617744,"February 9, 2020",Pennsylvania,Pittsburgh,258 East Warrington Ave,1,0,N/A
1616850,"February 8, 2020",Wisconsin,Milwaukee,5300 block of N Lovers Lane Rd,1,0,N/A
1616601,"February 7, 2020",New Jersey,Browns Mills,21 Maricopa Trail,1,0,N/A
1616774,"February 7, 2020",Louisiana,Shreveport,3900 block of Merwin St,1,0,N/A
1612411,"February 2, 2020",Alabama,Harvest,101 Berrycreek Dr,1,0,N/A
1611651,"February 1, 2020",Tennessee,Jackson,2023 S Highland Ave,1,0,N/A
1611420,"February 1, 2020",Virginia,Richmond,1700 block of Southlawn Ave,1,0,N/A
1611369,"January 31, 2020",Texas,Clyde,CR 525,1,0,N/A
1609445,"January 30, 2020",Pennsylvania,Philadelphia,2100 block of N Lambert St,1,0,N/A
1609952,"January 30, 2020",Alabama,Mobile,1 East Interstate 65 Service Rd S,1,0,N/A
1606124,"January 26, 2020",California,Elk Grove,5500 block of Tamarindo Lane,2,0,N/A
1605798,"January 26, 2020",New York,Newburgh,1571 NY-300,3,1,N/A
1605309,"January 25, 2020",Louisiana,Baton Rouge,1915 Birch St,1,0,N/A
1606756,"January 24, 2020",Colorado,Estes Park,Upper Beaver Meadows Rd,2,0,N/A
1606476,"January 24, 2020",North Carolina,Vanceboro,107 Kinshaw Ct,5,0,N/A
1601841,"January 20, 2020",Tennessee,Memphis,6872 Kirby Mills Cove,2,0,N/A
1600999,"January 19, 2020",Tennessee,Memphis,Josephine St and Carnes Ave,1,0,N/A
1601442,"January 19, 2020",Indiana,Bloomington,1297 E Zinnia Dr,1,1,N/A
1589050,"January 5, 2020",Texas,Dallas,2900 block of Valentine St,1,1,N/A
1586315,"January 1, 2020",South Carolina,Walterboro,Barracada Rd,2,0,N/A
1587369,"January 1, 2020",North Carolina,Greensboro,3627 Sweet Birch Dr,3,0,N/A
1592700,"December 29, 2019",Texas,Mount Pleasant,Private Rd 2321,1,0,N/A
1580278,"December 24, 2019",Alabama,Monroeville,Co Rd 42,1,0,N/A
1577156,"December 21, 2019",Texas,San Antonio,6310 Channel View,1,0,N/A
1574777,"December 17, 2019",South Carolina,Graniteville,1600 Kalmia Apartments Ln,2,0,N/A
1574980,"December 16, 2019",Virginia,Virginia Beach,1400 block of E Intruder Cir,2,0,N/A
1572680,"December 16, 2019",Indiana,Gary,4300 block of W 23rd Ave,1,1,N/A
1572873,"December 16, 2019",Oklahoma,Oklahoma City,W Hefner Rd and N Western Ave,1,1,N/A
1572059,"December 14, 2019",Ohio,Sandusky,5000 block of Memphis Ave,1,0,N/A
1572037,"December 14, 2019",Oklahoma,Jenks,3706 W 106th St S,3,0,N/A
1572029,"December 14, 2019",Ohio,Pataskala,323 Haystack Ct,1,0,N/A
1571616,"December 14, 2019",California,Ontario,1386 East F St,3,1,N/A
1567437,"December 8, 2019",Tennessee,Memphis,397 Delta Rd,1,0,N/A
1566568,"December 7, 2019",Alabama,Birmingham,F L Shuttlesworth Dr and 33rd Terrace N,1,0,N/A
1567442,"December 7, 2019",Tennessee,Cookeville,Pippin Rd,1,0,N/A
1561977,"December 1, 2019",Minnesota,Minneapolis,2738 Oakland Ave S,4,0,N/A
1561428,"November 29, 2019",Tennessee,Memphis,3700 block of Station Way,1,0,N/A
1560553,"November 28, 2019",South Carolina,Springfield,N/A,1,0,N/A
1556439,"November 23, 2019",Ohio,Cleveland,1800 block of E 97th St,1,0,N/A
1555887,"November 23, 2019",California,Union City,33629 15th St,2,0,N/A
1553904,"November 20, 2019",Missouri,Saint Louis,232 Tay Rd,1,0,N/A
1554251,"November 20, 2019",California,Los Angeles,2042 W 41st St,1,0,N/A
1550546,"November 16, 2019",California,San Diego,2152 Flintridge Dr,6,0,N/A
1551098,"November 16, 2019",South Carolina,Pickens,Shady Grove Rd,1,0,N/A
1550315,"November 15, 2019",South Carolina,Lancaster,1700 block of Usher Rd,1,0,N/A
1550254,"November 15, 2019",Louisiana,Shreveport,7210 Bernstein Ave,1,1,N/A
1550099,"November 15, 2019",New Jersey,Pleasantville,701 Mill Rd,1,2,N/A
1546480,"November 11, 2019",Pennsylvania,Philadelphia,5700 block of Haddington Ln,1,0,N/A
1540873,"November 2, 2019",Texas,Cedar Hill,900 block of S Highland Dr,1,0,N/A
1539761,"November 1, 2019",Texas,Houston,6414 Skyview Dr,1,0,N/A
1537992,"October 30, 2019",Pennsylvania,Philadelphia,5026 Walton Ave,4,0,N/A
1537557,"October 29, 2019",Texas,Deer Park,1417 New Orleans St,4,0,N/A
1535141,"October 26, 2019",Alabama,Hanceville,400 block of Co Rd 597,1,0,N/A
1533610,"October 23, 2019",Indiana,Mooresville,2749 E CR-800 S,1,0,N/A
1532178,"October 21, 2019",Michigan,Port Huron,3027 Cooper Ave,2,0,N/A
1530852,"October 20, 2019",Pennsylvania,Philadelphia,3300 block of N Water St,3,0,N/A
1528713,"October 17, 2019",Indiana,Mooresville,E Centenary Rd and N Kitchen Rd,1,0,N/A
1527768,"October 15, 2019",Oklahoma,Miami,217 I Street NW,2,2,N/A
1527013,"October 14, 2019",Pennsylvania,Philadelphia,6320 Hegerman St,3,1,N/A
1521226,"October 7, 2019",Massachusetts,Abington,135 Centre Ave,5,0,N/A
1520107,"October 5, 2019",Alabama,Friendship,N/A,1,0,N/A
1521125,"October 5, 2019",South Carolina,Hanahan,5800 block of Robinson St,1,0,N/A
1519891,"October 5, 2019",Ohio,Cleveland,1388 E 171st St,1,0,N/A
1520071,"October 5, 2019",Oklahoma,Lawton,105 SE Trenton Rd,4,0,N/A
1515862,"September 29, 2019",Kansas,Parsons,3100 Corning Ave,2,1,N/A
1514812,"September 28, 2019",Georgia,Fort Valley,515 Cliett St,1,0,N/A
1511907,"September 24, 2019",Missouri,Kansas City (Gladstone),41 NE 60th Terrace,1,0,N/A
1511209,"September 23, 2019",Illinois,Harvey,Paulina St and W 158th St,1,0,N/A
1511761,"September 21, 2019",Colorado,Lone Tree,9045 Yosemite St,2,0,N/A
1509846,"September 21, 2019",Illinois,Joliet,8300 block of Buckingham Lane,2,2,N/A
1510707,"September 16, 2019",Missouri,Bland,County Rd A and Valentine Ford Rd,2,0,N/A
1504579,"September 15, 2019",Texas,Arlington,1409 Cloyne Dr,1,1,N/A
1504619,"September 15, 2019",Texas,Fort Worth,7700 block of Greengage Dr,1,0,N/A
1504561,"September 14, 2019",Tennessee,Knoxville,502 Balsam Dr,1,0,N/A
1502475,"September 12, 2019",Missouri,Saint Louis,9605 Jacobi Ave,1,0,N/A
1499300,"September 7, 2019",North Carolina,Whiteville,Brittany Ln,3,1,N/A
1499195,"September 7, 2019",Tennessee,Hermitage,3213 Dockside Dr,3,0,N/A
1498337,"September 5, 2019",California,Visalia,W Sweet Ct,1,0,N/A
1497702,"September 4, 2019",Louisiana,Marrero,3044 Sorbonne Dr,2,2,N/A
1495192,"September 2, 2019",Alabama,Elkmont,25019 Ridge Road,5,0,N/A
1495103,"September 1, 2019",Alabama,Geneva,E Latimer Ave,1,0,N/A
1494464,"September 1, 2019",Maryland,Rising Sun,1183 Ridge Rd,2,0,N/A
1491675,"August 30, 2019",Texas,Houston,21717 Inverness Forest Blvd,3,0,N/A
1491344,"August 29, 2019",Arizona,Mesa,N Mesa Dr and E McKellips Rd,2,0,N/A
1489161,"August 27, 2019",Virginia,Keeling,1949 Keeling Dr,3,0,N/A
1488198,"August 25, 2019",Florida,Pembroke Pines,1657 SW 156th Ave,4,0,N/A
1487202,"August 24, 2019",Missouri,Saint Louis,715 N 21st St,2,0,N/A
1487162,"August 24, 2019",Indiana,Indianapolis,2345 N. Guilford Ave,2,1,N/A
1487550,"August 24, 2019",Florida,Daytona Beach,212 S Keech St,1,0,N/A
1486675,"August 23, 2019",Missouri,Saint Louis,1122 Union Blvd,1,3,N/A
1485122,"August 20, 2019",Michigan,Alma,W Tyler Rd,1,0,N/A
1483899,"August 20, 2019",Pennsylvania,York,258 E Philadelphia St,1,0,N/A
1482830,"August 18, 2019",North Carolina,Durham,Duke St and Leon St,1,1,N/A
1482469,"August 17, 2019",Oklahoma,Clinton,14th St and Dunn Ave,1,0,N/A
1481415,"August 16, 2019",Alabama,Montgomery,Coronet Drive,1,0,N/A
1479992,"August 14, 2019",West Virginia,Nitro,1324 Main Ave,1,0,N/A
1480930,"August 14, 2019",Minnesota,Heron Lake,N/A,1,0,N/A
1479182,"August 14, 2019",Texas,Dallas,3535 Munger Ave,1,0,N/A
1477014,"August 12, 2019",Missouri,Saint Louis,3500 block of N 11th St,1,1,N/A
1476322,"August 10, 2019",Missouri,Kansas City,8300 block of Tracy Ave,1,1,N/A
1477629,"August 10, 2019",Pennsylvania,Guys Mills,Guys Mills Rd,2,0,N/A
1474760,"August 9, 2019",Texas,Mckinney,5500 McKinney Place Dr,1,0,N/A
1466848,"August 3, 2019",Louisiana,Shreveport,3000 block of Sunnybrook St,1,0,N/A
1465898,"August 2, 2019",Virginia,Colonial Heights,100 block of Bruce Ave,1,0,N/A
1465536,"August 1, 2019",Montana,Toston,Crow Creek Rd,1,0,N/A
1464941,"July 30, 2019",Arizona,Tucson,4700 block of Linden Street,1,0,N/A
1462854,"July 30, 2019",Arizona,Tucson,4700 block of E Linden St,1,0,N/A
1461837,"July 28, 2019",Alabama,Birmingham,7527 66th St S,1,0,N/A
1460448,"July 28, 2019",California,Gilroy,7050 Miller Ave,4,17,N/A
1461352,"July 28, 2019",Wisconsin,Chippewa Falls,16964 54th Ave,5,2,N/A
1461110,"July 28, 2019",Illinois,Chicago,9600 block of S Escanaba Ave,1,0,N/A
1457725,"July 24, 2019",Montana,Whitefish,4400 block of US 93,3,0,N/A
1452782,"July 20, 2019",Florida,Pensacola (West Pensacola),Wyoming Dr and New York Dr,2,0,N/A
1452378,"July 19, 2019",Missouri,Saint Louis,4700 block of Page Blvd,1,0,N/A
1451573,"July 18, 2019",District of Columbia,Washington,2700 block of Naylor Rd SE,1,0,N/A
1450611,"July 16, 2019",Iowa,Des Moines,1003 Day St,3,0,N/A
1446631,"July 13, 2019",Wisconsin,Milwaukee,42nd St and Townsend St,1,0,N/A
1442623,"July 8, 2019",North Carolina,Manson,Ellington Rd,2,1,N/A
1441026,"July 6, 2019",North Carolina,Winston Salem (Winston-salem),2891 Cole Ridge Cir,1,0,N/A
1438084,"July 2, 2019",Texas,Spring,2800 block of Trailing Vine Rd,1,2,N/A
1437767,"June 30, 2019",Arizona,Glendale,5531 N 61st Lane,2,0,N/A
1437037,"June 30, 2019",Louisiana,Lafayette,100 block of Northern Ave,1,0,N/A
1434639,"June 28, 2019",Louisiana,Shreveport,3800 block of Elmer Ln,1,0,N/A
1433062,"June 27, 2019",Georgia,Gainesville,4821 Poplar Springs Rd,2,0,N/A
1430164,"June 24, 2019",Tennessee,Memphis,3670 Pershing Park Dr,1,0,N/A
1429887,"June 24, 2019",Florida,Port Saint Lucie,1900 SE Hillmoor Dr,2,1,N/A
1429333,"June 23, 2019",South Carolina,Anderson,1209 West End Ave,1,2,N/A
1429406,"June 23, 2019",Mississippi,Jackson,Ginger Dr,1,0,N/A
1428280,"June 21, 2019",Texas,Katy,28200 block of S Firethorne Rd,1,0,N/A
1427218,"June 20, 2019",South Carolina,Greenville,Dronfield Dr,1,0,N/A
1429770,"June 18, 2019",Wisconsin,Milwaukee,N 45th St and W Concordia Ave,1,0,N/A
1424941,"June 17, 2019",Arkansas,Dardanelle,South 3rd St,2,0,N/A
