,state,state_po,county,FIPS
44861,Mississippi,MS,Webster,28155
44864,Mississippi,MS,Wilkinson,28157
44867,Mississippi,MS,Winston,28159
44870,Mississippi,MS,Yalobusha,28161
44873,Mississippi,MS,Yazoo,28163
44876,Missouri,MO,Adair,29001
44879,Missouri,MO,Andrew,29003
44882,Missouri,MO,Atchison,29005
44885,Missouri,MO,Audrain,29007
44888,Missouri,MO,Barry,29009
44891,Missouri,MO,Barton,29011
44894,Missouri,MO,Bates,29013
44897,Missouri,MO,Benton,29015
44900,Missouri,MO,Bollinger,29017
44903,Missouri,MO,Boone,29019
44906,Missouri,MO,Buchanan,29021
44909,Missouri,MO,Butler,29023
44912,Missouri,MO,Caldwell,29025
44915,Missouri,MO,Callaway,29027
44918,Missouri,MO,Camden,29029
44921,Missouri,MO,Cape Girardeau,29031
44924,Missouri,MO,Carroll,29033
44927,Missouri,MO,Carter,29035
44930,Missouri,MO,Cass,29037
44933,Missouri,MO,Cedar,29039
44936,Missouri,MO,Chariton,29041
44939,Missouri,MO,Christian,29043
44942,Missouri,MO,Clark,29045
44945,Missouri,MO,Clay,29047
44948,Missouri,MO,Clinton,29049
44951,Missouri,MO,Cole,29051
44954,Missouri,MO,Cooper,29053
44957,Missouri,MO,Crawford,29055
44960,Missouri,MO,Dade,29057
44963,Missouri,MO,Dallas,29059
44966,Missouri,MO,Daviess,29061
44969,Missouri,MO,DeKalb,29063
44972,Missouri,MO,Dent,29065
44975,Missouri,MO,Douglas,29067
44978,Missouri,MO,Dunklin,29069
44981,Missouri,MO,Franklin,29071
44984,Missouri,MO,Gasconade,29073
44987,Missouri,MO,Gentry,29075
44990,Missouri,MO,Greene,29077
44993,Missouri,MO,Grundy,29079
44996,Missouri,MO,Harrison,29081
44999,Missouri,MO,Henry,29083
45002,Missouri,MO,Hickory,29085
45005,Missouri,MO,Holt,29087
45008,Missouri,MO,Howard,29089
45011,Missouri,MO,Howell,29091
45014,Missouri,MO,Iron,29093
45017,Missouri,MO,Jackson,29095
45020,Missouri,MO,Jasper,29097
45023,Missouri,MO,Jefferson,29099
45026,Missouri,MO,Johnson,29101
45029,Missouri,MO,Knox,29103
45032,Missouri,MO,Laclede,29105
45035,Missouri,MO,Lafayette,29107
45038,Missouri,MO,Lawrence,29109
45041,Missouri,MO,Lewis,29111
45044,Missouri,MO,Lincoln,29113
45047,Missouri,MO,Linn,29115
45050,Missouri,MO,Livingston,29117
45053,Missouri,MO,McDonald,29119
45056,Missouri,MO,Macon,29121
45059,Missouri,MO,Madison,29123
45062,Missouri,MO,Maries,29125
45065,Missouri,MO,Marion,29127
45068,Missouri,MO,Mercer,29129
45071,Missouri,MO,Miller,29131
45074,Missouri,MO,Mississippi,29133
45077,Missouri,MO,Moniteau,29135
45080,Missouri,MO,Monroe,29137
45083,Missouri,MO,Montgomery,29139
45086,Missouri,MO,Morgan,29141
45089,Missouri,MO,New Madrid,29143
45092,Missouri,MO,Newton,29145
45095,Missouri,MO,Nodaway,29147
45098,Missouri,MO,Oregon,29149
45101,Missouri,MO,Osage,29151
45104,Missouri,MO,Ozark,29153
45107,Missouri,MO,Pemiscot,29155
45110,Missouri,MO,Perry,29157
45113,Missouri,MO,Pettis,29159
45116,Missouri,MO,Phelps,29161
45119,Missouri,MO,Pike,29163
45122,Missouri,MO,Platte,29165
45125,Missouri,MO,Polk,29167
45128,Missouri,MO,Pulaski,29169
45131,Missouri,MO,Putnam,29171
45134,Missouri,MO,Ralls,29173
45137,Missouri,MO,Randolph,29175
45140,Missouri,MO,Ray,29177
45143,Missouri,MO,Reynolds,29179
45146,Missouri,MO,Ripley,29181
45149,Missouri,MO,St. Charles,29183
45152,Missouri,MO,St. Clair,29185
45155,Missouri,MO,Ste. Genevieve,29186
45158,Missouri,MO,St. Francois,29187
45161,Missouri,MO,St. Louis County,29189
45164,Missouri,MO,Saline,29195
45167,Missouri,MO,Schuyler,29197
45170,Missouri,MO,Scotland,29199
45173,Missouri,MO,Scott,29201
45176,Missouri,MO,Shannon,29203
45179,Missouri,MO,Shelby,29205
45182,Missouri,MO,Stoddard,29207
45185,Missouri,MO,Stone,29209
45188,Missouri,MO,Sullivan,29211
45191,Missouri,MO,Taney,29213
45194,Missouri,MO,Texas,29215
45197,Missouri,MO,Vernon,29217
45200,Missouri,MO,Warren,29219
45203,Missouri,MO,Washington,29221
45206,Missouri,MO,Wayne,29223
45209,Missouri,MO,Webster,29225
45212,Missouri,MO,Worth,29227
45215,Missouri,MO,Wright,29229
45218,Missouri,MO,St. Louis City,29510
45221,Montana,MT,Beaverhead,30001
45224,Montana,MT,Big Horn,30003
45227,Montana,MT,Blaine,30005
45230,Montana,MT,Broadwater,30007
45233,Montana,MT,Carbon,30009
45236,Montana,MT,Carter,30011
45239,Montana,MT,Cascade,30013
45242,Montana,MT,Chouteau,30015
45245,Montana,MT,Custer,30017
45248,Montana,MT,Daniels,30019
45251,Montana,MT,Dawson,30021
45254,Montana,MT,Deer Lodge,30023
45257,Montana,MT,Fallon,30025
45260,Montana,MT,Fergus,30027
45263,Montana,MT,Flathead,30029
45266,Montana,MT,Gallatin,30031
45269,Montana,MT,Garfield,30033
45272,Montana,MT,Glacier,30035
45275,Montana,MT,Golden Valley,30037
45278,Montana,MT,Granite,30039
45281,Montana,MT,Hill,30041
45284,Montana,MT,Jefferson,30043
45287,Montana,MT,Judith Basin,30045
45290,Montana,MT,Lake,30047
45293,Montana,MT,Lewis and Clark,30049
45296,Montana,MT,Liberty,30051
45299,Montana,MT,Lincoln,30053
45302,Montana,MT,McCone,30055
45305,Montana,MT,Madison,30057
45308,Montana,MT,Meagher,30059
45311,Montana,MT,Mineral,30061
45314,Montana,MT,Missoula,30063
45317,Montana,MT,Musselshell,30065
45320,Montana,MT,Park,30067
45323,Montana,MT,Petroleum,30069
45326,Montana,MT,Phillips,30071
45329,Montana,MT,Pondera,30073
45332,Montana,MT,Powder River,30075
45335,Montana,MT,Powell,30077
45338,Montana,MT,Prairie,30079
45341,Montana,MT,Ravalli,30081
45344,Montana,MT,Richland,30083
45347,Montana,MT,Roosevelt,30085
45350,Montana,MT,Rosebud,30087
45353,Montana,MT,Sanders,30089
45356,Montana,MT,Sheridan,30091
45359,Montana,MT,Silver Bow,30093
45362,Montana,MT,Stillwater,30095
45365,Montana,MT,Sweet Grass,30097
45368,Montana,MT,Teton,30099
45371,Montana,MT,Toole,30101
45374,Montana,MT,Treasure,30103
45377,Montana,MT,Valley,30105
45380,Montana,MT,Wheatland,30107
45383,Montana,MT,Wibaux,30109
45386,Montana,MT,Yellowstone,30111
45389,Nebraska,NE,Adams,31001
45392,Nebraska,NE,Antelope,31003
45395,Nebraska,NE,Arthur,31005
45398,Nebraska,NE,Banner,31007
45401,Nebraska,NE,Blaine,31009
45404,Nebraska,NE,Boone,31011
45407,Nebraska,NE,Box Butte,31013
45410,Nebraska,NE,Boyd,31015
45413,Nebraska,NE,Brown,31017
45416,Nebraska,NE,Buffalo,31019
45419,Nebraska,NE,Burt,31021
45422,Nebraska,NE,Butler,31023
45425,Nebraska,NE,Cass,31025
45428,Nebraska,NE,Cedar,31027
45431,Nebraska,NE,Chase,31029
45434,Nebraska,NE,Cherry,31031
45437,Nebraska,NE,Cheyenne,31033
45440,Nebraska,NE,Clay,31035
45443,Nebraska,NE,Colfax,31037
45446,Nebraska,NE,Cuming,31039
45449,Nebraska,NE,Custer,31041
45452,Nebraska,NE,Dakota,31043
45455,Nebraska,NE,Dawes,31045
45458,Nebraska,NE,Dawson,31047
45461,Nebraska,NE,Deuel,31049
45464,Nebraska,NE,Dixon,31051
45467,Nebraska,NE,Dodge,31053
45470,Nebraska,NE,Douglas,31055
45473,Nebraska,NE,Dundy,31057
45476,Nebraska,NE,Fillmore,31059
45479,Nebraska,NE,Franklin,31061
45482,Nebraska,NE,Frontier,31063
45485,Nebraska,NE,Furnas,31065
45488,Nebraska,NE,Gage,31067
45491,Nebraska,NE,Garden,31069
45494,Nebraska,NE,Garfield,31071
45497,Nebraska,NE,Gosper,31073
45500,Nebraska,NE,Grant,31075
45503,Nebraska,NE,Greeley,31077
45506,Nebraska,NE,Hall,31079
45509,Nebraska,NE,Hamilton,31081
45512,Nebraska,NE,Harlan,31083
45515,Nebraska,NE,Hayes,31085
45518,Nebraska,NE,Hitchcock,31087
45521,Nebraska,NE,Holt,31089
45524,Nebraska,NE,Hooker,31091
45527,Nebraska,NE,Howard,31093
45530,Nebraska,NE,Jefferson,31095
45533,Nebraska,NE,Johnson,31097
45536,Nebraska,NE,Kearney,31099
45539,Nebraska,NE,Keith,31101
45542,Nebraska,NE,Keya Paha,31103
45545,Nebraska,NE,Kimball,31105
45548,Nebraska,NE,Knox,31107
45551,Nebraska,NE,Lancaster,31109
45554,Nebraska,NE,Lincoln,31111
45557,Nebraska,NE,Logan,31113
45560,Nebraska,NE,Loup,31115
45563,Nebraska,NE,McPherson,31117
45566,Nebraska,NE,Madison,31119
45569,Nebraska,NE,Merrick,31121
45572,Nebraska,NE,Morrill,31123
45575,Nebraska,NE,Nance,31125
45578,Nebraska,NE,Nemaha,31127
45581,Nebraska,NE,Nuckolls,31129
45584,Nebraska,NE,Otoe,31131
45587,Nebraska,NE,Pawnee,31133
45590,Nebraska,NE,Perkins,31135
45593,Nebraska,NE,Phelps,31137
45596,Nebraska,NE,Pierce,31139
45599,Nebraska,NE,Platte,31141
45602,Nebraska,NE,Polk,31143
45605,Nebraska,NE,Red Willow,31145
45608,Nebraska,NE,Richardson,31147
45611,Nebraska,NE,Rock,31149
45614,Nebraska,NE,Saline,31151
45617,Nebraska,NE,Sarpy,31153
45620,Nebraska,NE,Saunders,31155
45623,Nebraska,NE,Scotts Bluff,31157
45626,Nebraska,NE,Seward,31159
45629,Nebraska,NE,Sheridan,31161
45632,Nebraska,NE,Sherman,31163
45635,Nebraska,NE,Sioux,31165
45638,Nebraska,NE,Stanton,31167
45641,Nebraska,NE,Thayer,31169
45644,Nebraska,NE,Thomas,31171
45647,Nebraska,NE,Thurston,31173
45650,Nebraska,NE,Valley,31175
45653,Nebraska,NE,Washington,31177
45656,Nebraska,NE,Wayne,31179
45659,Nebraska,NE,Webster,31181
45662,Nebraska,NE,Wheeler,31183
45665,Nebraska,NE,York,31185
45668,Nevada,NV,Churchill,32001
45671,Nevada,NV,Clark,32003
45674,Nevada,NV,Douglas,32005
45677,Nevada,NV,Elko,32007
45680,Nevada,NV,Esmeralda,32009
45683,Nevada,NV,Eureka,32011
45686,Nevada,NV,Humboldt,32013
45689,Nevada,NV,Lander,32015
45692,Nevada,NV,Lincoln,32017
45695,Nevada,NV,Lyon,32019
45698,Nevada,NV,Mineral,32021
45701,Nevada,NV,Nye,32023
45704,Nevada,NV,Pershing,32027
45707,Nevada,NV,Storey,32029
45710,Nevada,NV,Washoe,32031
45713,Nevada,NV,White Pine,32033
45716,Nevada,NV,Carson City,32510
45719,New Hampshire,NH,Belknap,33001
45722,New Hampshire,NH,Carroll,33003
45725,New Hampshire,NH,Cheshire,33005
45728,New Hampshire,NH,Coos,33007
45731,New Hampshire,NH,Grafton,33009
45734,New Hampshire,NH,Hillsborough,33011
45737,New Hampshire,NH,Merrimack,33013
45740,New Hampshire,NH,Rockingham,33015
45743,New Hampshire,NH,Strafford,33017
45746,New Hampshire,NH,Sullivan,33019
45749,New Jersey,NJ,Atlantic,34001
45752,New Jersey,NJ,Bergen,34003
45755,New Jersey,NJ,Burlington,34005
45758,New Jersey,NJ,Camden,34007
45761,New Jersey,NJ,Cape May,34009
45764,New Jersey,NJ,Cumberland,34011
45767,New Jersey,NJ,Essex,34013
45770,New Jersey,NJ,Gloucester,34015
45773,New Jersey,NJ,Hudson,34017
45776,New Jersey,NJ,Hunterdon,34019
45779,New Jersey,NJ,Mercer,34021
45782,New Jersey,NJ,Middlesex,34023
45785,New Jersey,NJ,Monmouth,34025
45788,New Jersey,NJ,Morris,34027
45791,New Jersey,NJ,Ocean,34029
45794,New Jersey,NJ,Passaic,34031
45797,New Jersey,NJ,Salem,34033
45800,New Jersey,NJ,Somerset,34035
45803,New Jersey,NJ,Sussex,34037
45806,New Jersey,NJ,Union,34039
45809,New Jersey,NJ,Warren,34041
45812,New Mexico,NM,Bernalillo,35001
45815,New Mexico,NM,Catron,35003
45818,New Mexico,NM,Chaves,35005
45821,New Mexico,NM,Cibola,35006
45824,New Mexico,NM,Colfax,35007
45827,New Mexico,NM,Curry,35009
45830,New Mexico,NM,De Baca,35011
45833,New Mexico,NM,Dona Ana,35013
45836,New Mexico,NM,Eddy,35015
45839,New Mexico,NM,Grant,35017
45842,New Mexico,NM,Guadalupe,35019
45845,New Mexico,NM,Harding,35021
45848,New Mexico,NM,Hidalgo,35023
45851,New Mexico,NM,Lea,35025
45854,New Mexico,NM,Lincoln,35027
45857,New Mexico,NM,Los Alamos,35028
45860,New Mexico,NM,Luna,35029
45863,New Mexico,NM,McKinley,35031
45866,New Mexico,NM,Mora,35033
45869,New Mexico,NM,Otero,35035
45872,New Mexico,NM,Quay,35037
45875,New Mexico,NM,Rio Arriba,35039
45878,New Mexico,NM,Roosevelt,35041
45881,New Mexico,NM,Sandoval,35043
45884,New Mexico,NM,San Juan,35045
45887,New Mexico,NM,San Miguel,35047
45890,New Mexico,NM,Santa Fe,35049
45893,New Mexico,NM,Sierra,35051
45896,New Mexico,NM,Socorro,35053
45899,New Mexico,NM,Taos,35055
45902,New Mexico,NM,Torrance,35057
45905,New Mexico,NM,Union,35059
45908,New Mexico,NM,Valencia,35061
45911,Missouri,MO,Kansas City,36000
45914,New York,NY,Albany,36001
45917,New York,NY,Allegany,36003
45920,New York,NY,Bronx,36005
45923,New York,NY,Broome,36007
45926,New York,NY,Cattaraugus,36009
45929,New York,NY,Cayuga,36011
45932,New York,NY,Chautauqua,36013
45935,New York,NY,Chemung,36015
45938,New York,NY,Chenango,36017
45941,New York,NY,Clinton,36019
45944,New York,NY,Columbia,36021
45947,New York,NY,Cortland,36023
45950,New York,NY,Delaware,36025
45953,New York,NY,Dutchess,36027
45956,New York,NY,Erie,36029
45959,New York,NY,Essex,36031
45962,New York,NY,Franklin,36033
45965,New York,NY,Fulton,36035
45968,New York,NY,Genesee,36037
45971,New York,NY,Greene,36039
45974,New York,NY,Hamilton,36041
45977,New York,NY,Herkimer,36043
45980,New York,NY,Jefferson,36045
45983,New York,NY,Kings,36047
45986,New York,NY,Lewis,36049
45989,New York,NY,Livingston,36051
45992,New York,NY,Madison,36053
45995,New York,NY,Monroe,36055
45998,New York,NY,Montgomery,36057
46001,New York,NY,Nassau,36059
46004,New York,NY,New York,36061
46007,New York,NY,Niagara,36063
46010,New York,NY,Oneida,36065
46013,New York,NY,Onondaga,36067
46016,New York,NY,Ontario,36069
46019,New York,NY,Orange,36071
46022,New York,NY,Orleans,36073
46025,New York,NY,Oswego,36075
46028,New York,NY,Otsego,36077
46031,New York,NY,Putnam,36079
46034,New York,NY,Queens,36081
46037,New York,NY,Rensselaer,36083
46040,New York,NY,Richmond,36085
46043,New York,NY,Rockland,36087
46046,New York,NY,St. Lawrence,36089
46049,New York,NY,Saratoga,36091
46052,New York,NY,Schenectady,36093
46055,New York,NY,Schoharie,36095
46058,New York,NY,Schuyler,36097
46061,New York,NY,Seneca,36099
46064,New York,NY,Steuben,36101
46067,New York,NY,Suffolk,36103
46070,New York,NY,Sullivan,36105
46073,New York,NY,Tioga,36107
46076,New York,NY,Tompkins,36109
46079,New York,NY,Ulster,36111
46082,New York,NY,Warren,36113
46085,New York,NY,Washington,36115
46088,New York,NY,Wayne,36117
46091,New York,NY,Westchester,36119
46094,New York,NY,Wyoming,36121
46097,New York,NY,Yates,36123
46100,North Carolina,NC,Alamance,37001
46103,North Carolina,NC,Alexander,37003
46106,North Carolina,NC,Alleghany,37005
46109,North Carolina,NC,Anson,37007
46112,North Carolina,NC,Ashe,37009
46115,North Carolina,NC,Avery,37011
46118,North Carolina,NC,Beaufort,37013
46121,North Carolina,NC,Bertie,37015
46124,North Carolina,NC,Bladen,37017
46127,North Carolina,NC,Brunswick,37019
46130,North Carolina,NC,Buncombe,37021
46133,North Carolina,NC,Burke,37023
46136,North Carolina,NC,Cabarrus,37025
46139,North Carolina,NC,Caldwell,37027
46142,North Carolina,NC,Camden,37029
46145,North Carolina,NC,Carteret,37031
46148,North Carolina,NC,Caswell,37033
46151,North Carolina,NC,Catawba,37035
46154,North Carolina,NC,Chatham,37037
46157,North Carolina,NC,Cherokee,37039
46160,North Carolina,NC,Chowan,37041
46163,North Carolina,NC,Clay,37043
46166,North Carolina,NC,Cleveland,37045
46169,North Carolina,NC,Columbus,37047
46172,North Carolina,NC,Craven,37049
46175,North Carolina,NC,Cumberland,37051
46178,North Carolina,NC,Currituck,37053
46181,North Carolina,NC,Dare,37055
46184,North Carolina,NC,Davidson,37057
46187,North Carolina,NC,Davie,37059
46190,North Carolina,NC,Duplin,37061
46193,North Carolina,NC,Durham,37063
46196,North Carolina,NC,Edgecombe,37065
46199,North Carolina,NC,Forsyth,37067
46202,North Carolina,NC,Franklin,37069
46205,North Carolina,NC,Gaston,37071
46208,North Carolina,NC,Gates,37073
46211,North Carolina,NC,Graham,37075
46214,North Carolina,NC,Granville,37077
46217,North Carolina,NC,Greene,37079
46220,North Carolina,NC,Guilford,37081
46223,North Carolina,NC,Halifax,37083
46226,North Carolina,NC,Harnett,37085
46229,North Carolina,NC,Haywood,37087
46232,North Carolina,NC,Henderson,37089
46235,North Carolina,NC,Hertford,37091
46238,North Carolina,NC,Hoke,37093
46241,North Carolina,NC,Hyde,37095
46244,North Carolina,NC,Iredell,37097
46247,North Carolina,NC,Jackson,37099
46250,North Carolina,NC,Johnston,37101
46253,North Carolina,NC,Jones,37103
46256,North Carolina,NC,Lee,37105
46259,North Carolina,NC,Lenoir,37107
46262,North Carolina,NC,Lincoln,37109
46265,North Carolina,NC,McDowell,37111
46268,North Carolina,NC,Macon,37113
46271,North Carolina,NC,Madison,37115
46274,North Carolina,NC,Martin,37117
46277,North Carolina,NC,Mecklenburg,37119
46280,North Carolina,NC,Mitchell,37121
46283,North Carolina,NC,Montgomery,37123
46286,North Carolina,NC,Moore,37125
46289,North Carolina,NC,Nash,37127
46292,North Carolina,NC,New Hanover,37129
46295,North Carolina,NC,Northampton,37131
46298,North Carolina,NC,Onslow,37133
46301,North Carolina,NC,Orange,37135
46304,North Carolina,NC,Pamlico,37137
46307,North Carolina,NC,Pasquotank,37139
46310,North Carolina,NC,Pender,37141
46313,North Carolina,NC,Perquimans,37143
46316,North Carolina,NC,Person,37145
46319,North Carolina,NC,Pitt,37147
46322,North Carolina,NC,Polk,37149
46325,North Carolina,NC,Randolph,37151
46328,North Carolina,NC,Richmond,37153
46331,North Carolina,NC,Robeson,37155
46334,North Carolina,NC,Rockingham,37157
46337,North Carolina,NC,Rowan,37159
46340,North Carolina,NC,Rutherford,37161
46343,North Carolina,NC,Sampson,37163
46346,North Carolina,NC,Scotland,37165
46349,North Carolina,NC,Stanly,37167
46352,North Carolina,NC,Stokes,37169
46355,North Carolina,NC,Surry,37171
46358,North Carolina,NC,Swain,37173
46361,North Carolina,NC,Transylvania,37175
46364,North Carolina,NC,Tyrrell,37177
46367,North Carolina,NC,Union,37179
46370,North Carolina,NC,Vance,37181
46373,North Carolina,NC,Wake,37183
46376,North Carolina,NC,Warren,37185
46379,North Carolina,NC,Washington,37187
46382,North Carolina,NC,Watauga,37189
46385,North Carolina,NC,Wayne,37191
46388,North Carolina,NC,Wilkes,37193
46391,North Carolina,NC,Wilson,37195
46394,North Carolina,NC,Yadkin,37197
46397,North Carolina,NC,Yancey,37199
46400,North Dakota,ND,Adams,38001
46403,North Dakota,ND,Barnes,38003
46406,North Dakota,ND,Benson,38005
46409,North Dakota,ND,Billings,38007
46412,North Dakota,ND,Bottineau,38009
46415,North Dakota,ND,Bowman,38011
46418,North Dakota,ND,Burke,38013
46421,North Dakota,ND,Burleigh,38015
46424,North Dakota,ND,Cass,38017
46427,North Dakota,ND,Cavalier,38019
46430,North Dakota,ND,Dickey,38021
46433,North Dakota,ND,Divide,38023
46436,North Dakota,ND,Dunn,38025
46439,North Dakota,ND,Eddy,38027
46442,North Dakota,ND,Emmons,38029
46445,North Dakota,ND,Foster,38031
46448,North Dakota,ND,Golden Valley,38033
46451,North Dakota,ND,Grand Forks,38035
46454,North Dakota,ND,Grant,38037
46457,North Dakota,ND,Griggs,38039
46460,North Dakota,ND,Hettinger,38041
46463,North Dakota,ND,Kidder,38043
46466,North Dakota,ND,LaMoure,38045
46469,North Dakota,ND,Logan,38047
46472,North Dakota,ND,McHenry,38049
46475,North Dakota,ND,McIntosh,38051
46478,North Dakota,ND,McKenzie,38053
46481,North Dakota,ND,McLean,38055
46484,North Dakota,ND,Mercer,38057
46487,North Dakota,ND,Morton,38059
46490,North Dakota,ND,Mountrail,38061
46493,North Dakota,ND,Nelson,38063
46496,North Dakota,ND,Oliver,38065
46499,North Dakota,ND,Pembina,38067
46502,North Dakota,ND,Pierce,38069
46505,North Dakota,ND,Ramsey,38071
46508,North Dakota,ND,Ransom,38073
46511,North Dakota,ND,Renville,38075
46514,North Dakota,ND,Richland,38077
46517,North Dakota,ND,Rolette,38079
46520,North Dakota,ND,Sargent,38081
46523,North Dakota,ND,Sheridan,38083
46526,North Dakota,ND,Sioux,38085
46529,North Dakota,ND,Slope,38087
46532,North Dakota,ND,Stark,38089
46535,North Dakota,ND,Steele,38091
46538,North Dakota,ND,Stutsman,38093
46541,North Dakota,ND,Towner,38095
46544,North Dakota,ND,Traill,38097
46547,North Dakota,ND,Walsh,38099
46550,North Dakota,ND,Ward,38101
46553,North Dakota,ND,Wells,38103
46556,North Dakota,ND,Williams,38105
46559,Ohio,OH,Adams,39001
46562,Ohio,OH,Allen,39003
46565,Ohio,OH,Ashland,39005
46568,Ohio,OH,Ashtabula,39007
46571,Ohio,OH,Athens,39009
46574,Ohio,OH,Auglaize,39011
46577,Ohio,OH,Belmont,39013
46580,Ohio,OH,Brown,39015
46583,Ohio,OH,Butler,39017
46586,Ohio,OH,Carroll,39019
46589,Ohio,OH,Champaign,39021
46592,Ohio,OH,Clark,39023
46595,Ohio,OH,Clermont,39025
46598,Ohio,OH,Clinton,39027
46601,Ohio,OH,Columbiana,39029
46604,Ohio,OH,Coshocton,39031
46607,Ohio,OH,Crawford,39033
46610,Ohio,OH,Cuyahoga,39035
46613,Ohio,OH,Darke,39037
46616,Ohio,OH,Defiance,39039
46619,Ohio,OH,Delaware,39041
46622,Ohio,OH,Erie,39043
46625,Ohio,OH,Fairfield,39045
46628,Ohio,OH,Fayette,39047
46631,Ohio,OH,Franklin,39049
46634,Ohio,OH,Fulton,39051
46637,Ohio,OH,Gallia,39053
46640,Ohio,OH,Geauga,39055
46643,Ohio,OH,Greene,39057
46646,Ohio,OH,Guernsey,39059
46649,Ohio,OH,Hamilton,39061
46652,Ohio,OH,Hancock,39063
46655,Ohio,OH,Hardin,39065
46658,Ohio,OH,Harrison,39067
46661,Ohio,OH,Henry,39069
46664,Ohio,OH,Highland,39071
46667,Ohio,OH,Hocking,39073
46670,Ohio,OH,Holmes,39075
46673,Ohio,OH,Huron,39077
46676,Ohio,OH,Jackson,39079
46679,Ohio,OH,Jefferson,39081
46682,Ohio,OH,Knox,39083
46685,Ohio,OH,Lake,39085
46688,Ohio,OH,Lawrence,39087
46691,Ohio,OH,Licking,39089
46694,Ohio,OH,Logan,39091
46697,Ohio,OH,Lorain,39093
46700,Ohio,OH,Lucas,39095
46703,Ohio,OH,Madison,39097
46706,Ohio,OH,Mahoning,39099
46709,Ohio,OH,Marion,39101
46712,Ohio,OH,Medina,39103
46715,Ohio,OH,Meigs,39105
46718,Ohio,OH,Mercer,39107
46721,Ohio,OH,Miami,39109
46724,Ohio,OH,Monroe,39111
46727,Ohio,OH,Montgomery,39113
46730,Ohio,OH,Morgan,39115
46733,Ohio,OH,Morrow,39117
46736,Ohio,OH,Muskingum,39119
46739,Ohio,OH,Noble,39121
46742,Ohio,OH,Ottawa,39123
46745,Ohio,OH,Paulding,39125
46748,Ohio,OH,Perry,39127
46751,Ohio,OH,Pickaway,39129
46754,Ohio,OH,Pike,39131
46757,Ohio,OH,Portage,39133
46760,Ohio,OH,Preble,39135
46763,Ohio,OH,Putnam,39137
46766,Ohio,OH,Richland,39139
46769,Ohio,OH,Ross,39141
46772,Ohio,OH,Sandusky,39143
46775,Ohio,OH,Scioto,39145
46778,Ohio,OH,Seneca,39147
46781,Ohio,OH,Shelby,39149
46784,Ohio,OH,Stark,39151
46787,Ohio,OH,Summit,39153
46790,Ohio,OH,Trumbull,39155
46793,Ohio,OH,Tuscarawas,39157
46796,Ohio,OH,Union,39159
46799,Ohio,OH,Van Wert,39161
46802,Ohio,OH,Vinton,39163
46805,Ohio,OH,Warren,39165
46808,Ohio,OH,Washington,39167
46811,Ohio,OH,Wayne,39169
46814,Ohio,OH,Williams,39171
46817,Ohio,OH,Wood,39173
46820,Ohio,OH,Wyandot,39175
46823,Oklahoma,OK,Adair,40001
46826,Oklahoma,OK,Alfalfa,40003
46829,Oklahoma,OK,Atoka,40005
46832,Oklahoma,OK,Beaver,40007
46835,Oklahoma,OK,Beckham,40009
46838,Oklahoma,OK,Blaine,40011
46841,Oklahoma,OK,Bryan,40013
46844,Oklahoma,OK,Caddo,40015
46847,Oklahoma,OK,Canadian,40017
46850,Oklahoma,OK,Carter,40019
46853,Oklahoma,OK,Cherokee,40021
46856,Oklahoma,OK,Choctaw,40023
46859,Oklahoma,OK,Cimarron,40025
46862,Oklahoma,OK,Cleveland,40027
46865,Oklahoma,OK,Coal,40029
46868,Oklahoma,OK,Comanche,40031
46871,Oklahoma,OK,Cotton,40033
46874,Oklahoma,OK,Craig,40035
46877,Oklahoma,OK,Creek,40037
46880,Oklahoma,OK,Custer,40039
46883,Oklahoma,OK,Delaware,40041
46886,Oklahoma,OK,Dewey,40043
46889,Oklahoma,OK,Ellis,40045
46892,Oklahoma,OK,Garfield,40047
46895,Oklahoma,OK,Garvin,40049
46898,Oklahoma,OK,Grady,40051
46901,Oklahoma,OK,Grant,40053
46904,Oklahoma,OK,Greer,40055
46907,Oklahoma,OK,Harmon,40057
46910,Oklahoma,OK,Harper,40059
46913,Oklahoma,OK,Haskell,40061
46916,Oklahoma,OK,Hughes,40063
46919,Oklahoma,OK,Jackson,40065
46922,Oklahoma,OK,Jefferson,40067
46925,Oklahoma,OK,Johnston,40069
46928,Oklahoma,OK,Kay,40071
46931,Oklahoma,OK,Kingfisher,40073
46934,Oklahoma,OK,Kiowa,40075
46937,Oklahoma,OK,Latimer,40077
46940,Oklahoma,OK,Le Flore,40079
46943,Oklahoma,OK,Lincoln,40081
46946,Oklahoma,OK,Logan,40083
46949,Oklahoma,OK,Love,40085
46952,Oklahoma,OK,McClain,40087
46955,Oklahoma,OK,McCurtain,40089
46958,Oklahoma,OK,McIntosh,40091
46961,Oklahoma,OK,Major,40093
46964,Oklahoma,OK,Marshall,40095
46967,Oklahoma,OK,Mayes,40097
46970,Oklahoma,OK,Murray,40099
46973,Oklahoma,OK,Muskogee,40101
46976,Oklahoma,OK,Noble,40103
46979,Oklahoma,OK,Nowata,40105
46982,Oklahoma,OK,Okfuskee,40107
46985,Oklahoma,OK,Oklahoma,40109
46988,Oklahoma,OK,Okmulgee,40111
46991,Oklahoma,OK,Osage,40113
46994,Oklahoma,OK,Ottawa,40115
46997,Oklahoma,OK,Pawnee,40117
47000,Oklahoma,OK,Payne,40119
47003,Oklahoma,OK,Pittsburg,40121
47006,Oklahoma,OK,Pontotoc,40123
47009,Oklahoma,OK,Pottawatomie,40125
47012,Oklahoma,OK,Pushmataha,40127
47015,Oklahoma,OK,Roger Mills,40129
