year,state,state_abbr,county,D_candidate_votes,R_candidate_votes,totalvotes,percent_republican,percent_democrat,%difference(d_favor),FIPS
2016,Kansas,KS,Edwards,212,1037,1319,78.62016679,16.07278241,-62.54738438,20047
2016,Kansas,KS,Elk,160,1048,1259,83.2406672,12.70849881,-70.53216839,20049
2016,Kansas,KS,Ellis,2742,8466,11947,70.86297815,22.95136854,-47.91160961,20051
2016,Kansas,KS,Ellsworth,521,1969,2679,73.49757372,19.44755506,-54.05001866,20053
2016,Kansas,KS,Finney,3195,6350,10159,62.50615218,31.44994586,-31.05620632,20055
2016,Kansas,KS,Ford,2149,5114,7718,66.2606893,27.84400104,-38.41668826,20057
2016,Kansas,KS,Franklin,2892,7185,10965,65.52667579,26.374829,-39.15184679,20059
2016,Kansas,KS,Geary,2722,4274,7504,56.95628998,36.27398721,-20.68230277,20061
2016,Kansas,KS,Gove,149,1140,1343,84.88458675,11.09456441,-73.79002234,20063
2016,Kansas,KS,Graham,188,1025,1284,79.82866044,14.64174455,-65.18691589,20065
2016,Kansas,KS,Grant,441,1804,2389,75.51276685,18.45960653,-57.05316032,20067
2016,Kansas,KS,Gray,263,1698,2066,82.18780252,12.72991288,-69.45788964,20069
2016,Kansas,KS,Greeley,83,534,650,82.15384615,12.76923077,-69.38461538,20071
2016,Kansas,KS,Greenwood,485,2160,2840,76.05633803,17.07746479,-58.97887324,20073
2016,Kansas,KS,Hamilton,121,705,876,80.47945205,13.81278539,-66.66666667,20075
2016,Kansas,KS,Harper,393,1996,2578,77.42435997,15.24437548,-62.17998448,20077
2016,Kansas,KS,Harvey,5068,8668,14916,58.1120944,33.97693752,-24.13515688,20079
2016,Kansas,KS,Haskell,245,1040,1354,76.80945347,18.09453471,-58.71491876,20081
2016,Kansas,KS,Hodgeman,124,855,1017,84.07079646,12.1927237,-71.87807276,20083
2016,Kansas,KS,Jackson,1512,3939,5818,67.70367824,25.98831213,-41.71536611,20085
2016,Kansas,KS,Jefferson,2518,5213,8337,62.52848747,30.20271081,-32.32577666,20087
2016,Kansas,KS,Jewell,180,1223,1494,81.86077644,12.04819277,-69.81258367,20089
2016,Kansas,KS,Johnson,129852,137490,290090,47.39563584,44.76265986,-2.632975973,20091
2016,Kansas,KS,Kearny,174,1075,1316,81.68693009,13.2218845,-68.46504559,20093
2016,Kansas,KS,Kingman,599,2530,3334,75.88482304,17.96640672,-57.91841632,20095
2016,Kansas,KS,Kiowa,114,900,1079,83.41056534,10.56533828,-72.84522706,20097
2016,Kansas,KS,Labette,2291,5335,8107,65.807327,28.2595288,-37.5477982,20099
2016,Kansas,KS,Lane,106,718,871,82.43398393,12.16991963,-70.26406429,20101
2016,Kansas,KS,Leavenworth,10209,17638,30301,58.20930002,33.69195736,-24.51734266,20103
2016,Kansas,KS,Lincoln,215,1179,1464,80.53278689,14.68579235,-65.84699454,20105
2016,Kansas,KS,Linn,736,3484,4427,78.69889316,16.62525412,-62.07363903,20107
2016,Kansas,KS,Logan,149,1132,1357,83.4193073,10.98010317,-72.43920413,20109
2016,Kansas,KS,Lyon,4649,6552,12288,53.3203125,37.83365885,-15.48665365,20111
2016,Kansas,KS,McPherson,3226,8549,12742,67.09307801,25.31784649,-41.77523152,20113
2016,Kansas,KS,Marion,1204,4003,5624,71.17709815,21.40825036,-49.7688478,20115
2016,Kansas,KS,Marshall,1072,3307,4673,70.7682431,22.94029531,-47.82794779,20117
2016,Kansas,KS,Meade,210,1415,1720,82.26744186,12.20930233,-70.05813953,20119
2016,Kansas,KS,Miami,3991,10003,15022,66.5890028,26.56770071,-40.02130209,20121
2016,Kansas,KS,Mitchell,477,2308,2942,78.45003399,16.21346023,-62.23657376,20123
2016,Kansas,KS,Montgomery,2637,8679,12004,72.3008997,21.96767744,-50.33322226,20125
2016,Kansas,KS,Morris,601,1820,2624,69.3597561,22.90396341,-46.45579268,20127
2016,Kansas,KS,Morton,147,995,1192,83.47315436,12.33221477,-71.1409396,20129
2016,Kansas,KS,Nemaha,725,4124,5122,80.51542366,14.1546271,-66.36079656,20131
2016,Kansas,KS,Neosho,1501,4431,6314,70.17738359,23.77256889,-46.4048147,20133
2016,Kansas,KS,Ness,162,1228,1454,84.45667125,11.14167813,-73.31499312,20135
2016,Kansas,KS,Norton,281,1840,2234,82.36347359,12.57833483,-69.78513876,20137
2016,Kansas,KS,Osage,1753,4826,7046,68.49276185,24.87936418,-43.61339767,20139
2016,Kansas,KS,Osborne,233,1460,1788,81.65548098,13.03131991,-68.62416107,20141
2016,Kansas,KS,Ottawa,424,2283,2903,78.64278333,14.60558043,-64.03720289,20143
2016,Kansas,KS,Pawnee,579,1904,2661,71.5520481,21.75873732,-49.79331079,20145
2016,Kansas,KS,Phillips,300,2233,2664,83.82132132,11.26126126,-72.56006006,20147
2016,Kansas,KS,Pottawatomie,2225,7612,10693,71.18675769,20.80800524,-50.37875245,20149
2016,Kansas,KS,Pratt,771,2838,3842,73.8677772,20.06767309,-53.80010411,20151
2016,Kansas,KS,Rawlins,163,1220,1472,82.88043478,11.07336957,-71.80706522,20153
2016,Kansas,KS,Reno,6837,15513,24210,64.07682776,28.24039653,-35.83643123,20155
2016,Kansas,KS,Republic,375,2024,2529,80.03163306,14.82799526,-65.2036378,20157
2016,Kansas,KS,Rice,695,2837,3804,74.57939012,18.27024185,-56.30914826,20159
2016,Kansas,KS,Riley,9341,10107,21532,46.93943897,43.38194315,-3.55749582,20161
2016,Kansas,KS,Rooks,275,2031,2419,83.96031418,11.36833402,-72.59198016,20163
2016,Kansas,KS,Rush,233,1197,1503,79.64071856,15.50232868,-64.13838989,20165
2016,Kansas,KS,Russell,461,2574,3193,80.61384278,14.43783276,-66.17601002,20167
2016,Kansas,KS,Saline,6317,13828,22064,62.67222625,28.63034808,-34.04187817,20169
2016,Kansas,KS,Scott,236,1865,2202,84.69573115,10.71752952,-73.97820163,20171
2016,Kansas,KS,Sedgwick,69627,104353,188783,55.27669335,36.88202857,-18.39466477,20173
2016,Kansas,KS,Seward,1628,3159,5038,62.70345375,32.31441048,-30.38904327,20175
2016,Kansas,KS,Shawnee,33926,35934,75406,47.65403284,44.99111477,-2.66291807,20177
2016,Kansas,KS,Sheridan,127,1197,1374,87.11790393,9.243085881,-77.87481805,20179
2016,Kansas,KS,Sherman,347,2089,2612,79.9770291,13.2848392,-66.69218989,20181
2016,Kansas,KS,Smith,297,1661,2042,81.34182174,14.54456415,-66.79725759,20183
2016,Kansas,KS,Stafford,304,1490,1896,78.58649789,16.03375527,-62.55274262,20185
2016,Kansas,KS,Stanton,115,492,637,77.23704867,18.0533752,-59.18367347,20187
2016,Kansas,KS,Stevens,220,1599,1891,84.55843469,11.63405605,-72.92437864,20189
2016,Kansas,KS,Sumner,2076,6984,9722,71.83707056,21.35363094,-50.48343962,20191
2016,Kansas,KS,Thomas,473,2908,3576,81.31991051,13.22706935,-68.09284116,20193
2016,Kansas,KS,Trego,198,1227,1482,82.79352227,13.36032389,-69.43319838,20195
2016,Kansas,KS,Wabaunsee,776,2372,3380,70.17751479,22.95857988,-47.21893491,20197
2016,Kansas,KS,Wallace,46,721,798,90.35087719,5.764411028,-84.58646617,20199
2016,Kansas,KS,Washington,387,2194,2765,79.34900542,13.99638336,-65.35262206,20201
2016,Kansas,KS,Wichita,140,769,956,80.43933054,14.64435146,-65.79497908,20203
2016,Kansas,KS,Wilson,594,2788,3591,77.6385408,16.54135338,-61.09718741,20205
2016,Kansas,KS,Woodson,273,1082,1443,74.98267498,18.91891892,-56.06375606,20207
2016,Kansas,KS,Wyandotte,30146,15806,48781,32.40195978,61.79865111,29.39669133,20209
2016,Kentucky,KY,Adair,1323,6637,8233,80.61459978,16.0694765,-64.54512328,21001
2016,Kentucky,KY,Allen,1349,6466,8096,79.86660079,16.66254941,-63.20405138,21003
2016,Kentucky,KY,Anderson,2634,8242,11422,72.15899142,23.06075994,-49.09823148,21005
2016,Kentucky,KY,Ballard,816,3161,4101,77.07876128,19.89758595,-57.18117532,21007
2016,Kentucky,KY,Barren,4275,13483,18488,72.92838598,23.12310688,-49.8052791,21009
2016,Kentucky,KY,Bath,1361,3082,4587,67.18988446,29.67080881,-37.51907565,21011
2016,Kentucky,KY,Bell,1720,7764,9718,79.8929821,17.69911504,-62.19386705,21013
2016,Kentucky,KY,Boone,15026,39082,57618,67.82949773,26.07865598,-41.75084175,21015
2016,Kentucky,KY,Bourbon,2791,5569,8803,63.26252414,31.70510053,-31.55742361,21017
2016,Kentucky,KY,Boyd,6021,13591,20454,66.4466608,29.43678498,-37.00987582,21019
2016,Kentucky,KY,Boyle,4281,8040,12946,62.10412483,33.06812915,-29.03599567,21021
2016,Kentucky,KY,Bracken,705,2711,3527,76.86419053,19.98865892,-56.87553161,21023
2016,Kentucky,KY,Breathitt,1537,3991,5738,69.55385152,26.7863367,-42.76751481,21025
2016,Kentucky,KY,Breckinridge,1960,6484,8774,73.90015956,22.33872806,-51.5614315,21027
2016,Kentucky,KY,Bullitt,8255,26210,36069,72.66627852,22.8866894,-49.77958912,21029
2016,Kentucky,KY,Butler,947,4428,5576,79.41176471,16.98350072,-62.42826399,21031
2016,Kentucky,KY,Caldwell,1260,4507,5975,75.43096234,21.08786611,-54.34309623,21033
2016,Kentucky,KY,Calloway,4749,10367,16049,64.59592498,29.5906287,-35.00529628,21035
2016,Kentucky,KY,Campbell,14658,25050,42510,58.92731122,34.48129852,-24.4460127,21037
2016,Kentucky,KY,Carlisle,432,2094,2601,80.50749712,16.60899654,-63.89850058,21039
2016,Kentucky,KY,Carroll,1106,2588,3855,67.13359274,28.69001297,-38.44357977,21041
2016,Kentucky,KY,Carter,2276,7587,10278,73.8178634,22.14438607,-51.67347733,21043
2016,Kentucky,KY,Casey,767,5482,6439,85.1374437,11.91178754,-73.22565616,21045
2016,Kentucky,KY,Christian,7188,14108,22083,63.88624734,32.54992528,-31.33632206,21047
2016,Kentucky,KY,Clark,4706,10710,16205,66.09071274,29.04041962,-37.05029312,21049
2016,Kentucky,KY,Clay,752,5861,6767,86.61149697,11.11275307,-75.4987439,21051
2016,Kentucky,KY,Clinton,547,3809,4462,85.36530704,12.25907665,-73.10623039,21053
2016,Kentucky,KY,Crittenden,617,3290,4037,81.49616052,15.28362646,-66.21253406,21055
2016,Kentucky,KY,Cumberland,459,2502,3066,81.60469667,14.97064579,-66.63405088,21057
2016,Kentucky,KY,Daviess,14163,28907,45807,63.10607549,30.9188552,-32.18722029,21059
2016,Kentucky,KY,Edmonson,979,4135,5244,78.85202136,18.668955,-60.18306636,21061
2016,Kentucky,KY,Elliott,740,2000,2855,70.0525394,25.91943958,-44.13309982,21063
2016,Kentucky,KY,Estill,1108,4236,5545,76.39314698,19.98196573,-56.41118124,21065
2016,Kentucky,KY,Fayette,69778,56894,136315,41.73715292,51.18879067,9.451637751,21067
2016,Kentucky,KY,Fleming,1348,4722,6260,75.4313099,21.53354633,-53.89776358,21069
2016,Kentucky,KY,Floyd,4015,11993,16540,72.50906892,24.27448609,-48.23458283,21071
2016,Kentucky,KY,Franklin,10717,11819,23865,49.52440813,44.90676723,-4.617640897,21073
2016,Kentucky,KY,Fulton,774,1549,2382,65.02938707,32.49370277,-32.5356843,21075
2016,Kentucky,KY,Gallatin,749,2443,3338,73.18753745,22.43858598,-50.74895147,21077
2016,Kentucky,KY,Garrard,1453,5904,7623,77.4498229,19.06073724,-58.38908566,21079
2016,Kentucky,KY,Grant,1910,7268,9559,76.03305785,19.98116958,-56.05188827,21081
2016,Kentucky,KY,Graves,3308,12671,16606,76.30374563,19.92051066,-56.38323498,21083
2016,Kentucky,KY,Grayson,1959,8219,10576,77.71369138,18.5230711,-59.19062027,21085
2016,Kentucky,KY,Green,832,4372,5333,81.98012376,15.60097506,-66.3791487,21087
2016,Kentucky,KY,Greenup,4146,11546,16277,70.93444738,25.47152424,-45.46292314,21089
2016,Kentucky,KY,Hancock,1244,2788,4295,64.91268917,28.96391153,-35.94877765,21091
2016,Kentucky,KY,Hardin,13944,26971,43156,62.49652424,32.31068681,-30.18583743,21093
2016,Kentucky,KY,Harlan,1372,9129,10757,84.86566887,12.75448545,-72.11118342,21095
2016,Kentucky,KY,Harrison,2031,5435,7781,69.84963372,26.10204344,-43.74759028,21097
2016,Kentucky,KY,Hart,1730,5320,7264,73.23788546,23.8160793,-49.42180617,21099
2016,Kentucky,KY,Henderson,6707,12159,19710,61.68949772,34.02841197,-27.66108574,21101
2016,Kentucky,KY,Henry,1828,4944,7149,69.15652539,25.57000979,-43.5865156,21103
2016,Kentucky,KY,Hickman,449,1657,2157,76.81965693,20.81594808,-56.00370885,21105
2016,Kentucky,KY,Hopkins,4310,15277,20345,75.08970263,21.18456623,-53.9051364,21107
2016,Kentucky,KY,Jackson,482,4889,5501,88.87475005,8.762043265,-80.11270678,21109
2016,Kentucky,KY,Jefferson,190836,143768,353099,40.7160598,54.04603242,13.32997261,21111
2016,Kentucky,KY,Jessamine,6144,15474,23326,66.33799194,26.33970676,-39.99828518,21113
2016,Kentucky,KY,Johnson,1250,8043,9572,84.02632679,13.05892186,-70.96740493,21115
2016,Kentucky,KY,Kenton,24214,42958,71998,59.66554627,33.63148976,-26.0340565,21117
2016,Kentucky,KY,Knott,1245,4357,5763,75.60298456,21.6033316,-53.99965296,21119
2016,Kentucky,KY,Knox,1761,9885,12012,82.29270729,14.66033966,-67.63236763,21121
2016,Kentucky,KY,Larue,1278,4799,6367,75.37301712,20.07224753,-55.30076959,21123
2016,Kentucky,KY,Laurel,3440,20592,24833,82.92191842,13.85253493,-69.06938348,21125
2016,Kentucky,KY,Lawrence,1045,4816,6042,79.70870573,17.29559748,-62.41310824,21127
2016,Kentucky,KY,Lee,444,2151,2667,80.65241845,16.64791901,-64.00449944,21129
2016,Kentucky,KY,Leslie,400,4015,4492,89.38112199,8.904719501,-80.47640249,21131
2016,Kentucky,KY,Letcher,1542,7293,9134,79.8445369,16.88197942,-62.96255748,21133
2016,Kentucky,KY,Lewis,785,4363,5298,82.35183088,14.81691204,-67.53491884,21135
2016,Kentucky,KY,Lincoln,1865,7338,9561,76.74929401,19.50632779,-57.24296622,21137
2016,Kentucky,KY,Livingston,887,3570,4645,76.85683531,19.09580194,-57.76103337,21139
2016,Kentucky,KY,Logan,2755,7778,10899,71.36434535,25.2775484,-46.08679695,21141
2016,Kentucky,KY,Lyon,1045,2789,3962,70.39374054,26.3755679,-44.01817264,21143
2016,Kentucky,KY,McCracken,9134,20774,31307,66.35576708,29.17558374,-37.18018335,21145
2016,Kentucky,KY,McCreary,664,5012,5776,86.77285319,11.49584488,-75.27700831,21147
2016,Kentucky,KY,McLean,988,3381,4566,74.04730618,21.63819536,-52.40911082,21149
2016,Kentucky,KY,Madison,11793,23431,37371,62.69834899,31.55655455,-31.14179444,21151
2016,Kentucky,KY,Magoffin,1172,3824,5116,74.74589523,22.90852228,-51.83737295,21153
2016,Kentucky,KY,Marion,2679,5122,8111,63.14881026,33.02921958,-30.11959068,21155
2016,Kentucky,KY,Marshall,3672,12322,16698,73.79326865,21.99065756,-51.80261109,21157
2016,Kentucky,KY,Martin,363,3503,3953,88.61624083,9.182899064,-79.43334177,21159
2016,Kentucky,KY,Mason,1970,4944,7219,68.48593988,27.28909821,-41.19684167,21161
2016,Kentucky,KY,Meade,3026,8660,12231,70.80369553,24.7404137,-46.06328182,21163
2016,Kentucky,KY,Menifee,700,2010,2779,72.3281756,25.18891688,-47.13925873,21165
2016,Kentucky,KY,Mercer,2395,7740,10585,73.12234294,22.62635805,-50.49598488,21167
2016,Kentucky,KY,Metcalfe,976,3491,4620,75.56277056,21.12554113,-54.43722944,21169
2016,Kentucky,KY,Monroe,601,4278,4991,85.71428571,12.04167502,-73.6726107,21171
2016,Kentucky,KY,Montgomery,3158,7856,11452,68.59937129,27.57596926,-41.02340203,21173
2016,Kentucky,KY,Morgan,1006,3628,4775,75.97905759,21.06806283,-54.91099476,21175
2016,Kentucky,KY,Muhlenberg,3272,9393,13060,71.92189893,25.05359877,-46.86830015,21177
2016,Kentucky,KY,Nelson,6434,13431,20802,64.56590712,30.9297183,-33.63618883,21179
2016,Kentucky,KY,Nicholas,787,1957,2841,68.88419571,27.70151355,-41.18268215,21181
2016,Kentucky,KY,Ohio,2080,7942,10398,76.38007309,20.00384689,-56.3762262,21183
2016,Kentucky,KY,Oldham,10268,20469,32853,62.30481235,31.25437555,-31.05043679,21185
2016,Kentucky,KY,Owen,1062,3745,5001,74.885023,21.23575285,-53.64927015,21187
2016,Kentucky,KY,Owsley,256,1474,1759,83.79761228,14.55372371,-69.24388857,21189
2016,Kentucky,KY,Pendleton,1164,4604,6007,76.64391543,19.37739304,-57.26652239,21191
2016,Kentucky,KY,Perry,2136,8158,10572,77.16609913,20.20431328,-56.96178585,21193
2016,Kentucky,KY,Pike,4280,19747,24665,80.06081492,17.35252382,-62.7082911,21195
2016,Kentucky,KY,Powell,1272,3513,4957,70.86947751,25.66068186,-45.20879564,21197
2016,Kentucky,KY,Pulaski,4208,22902,28041,81.67326415,15.00659748,-66.66666667,21199
2016,Kentucky,KY,Robertson,222,759,1013,74.92596249,21.91510365,-53.01085884,21201
2016,Kentucky,KY,Rockcastle,915,5609,6691,83.82902406,13.67508594,-70.15393813,21203
2016,Kentucky,KY,Rowan,3295,5174,8848,58.47649186,37.24005425,-21.23643761,21205
2016,Kentucky,KY,Russell,1093,6863,8174,83.96134084,13.37166626,-70.58967458,21207
2016,Kentucky,KY,Scott,7715,15052,24200,62.19834711,31.88016529,-30.31818182,21209
2016,Kentucky,KY,Shelby,6276,13196,20580,64.12050534,30.49562682,-33.62487852,21211
2016,Kentucky,KY,Simpson,2144,5077,7531,67.41468596,28.46899482,-38.94569114,21213
2016,Kentucky,KY,Spencer,1921,7196,9515,75.62795586,20.18917499,-55.43878087,21215
2016,Kentucky,KY,Taylor,2553,8320,11306,73.58924465,22.58093048,-51.00831417,21217
2016,Kentucky,KY,Todd,1042,3612,4779,75.58066541,21.80372463,-53.77694078,21219
2016,Kentucky,KY,Trigg,1587,4931,6751,73.04103096,23.5076285,-49.53340246,21221
2016,Kentucky,KY,Trimble,879,2771,3798,72.95945234,23.14375987,-49.81569247,21223
2016,Kentucky,KY,Union,1331,4701,6211,75.68829496,21.42972146,-54.2585735,21225
2016,Kentucky,KY,Warren,16966,28673,48454,59.17571305,35.01465307,-24.16105997,21227
2016,Kentucky,KY,Washington,1420,4013,5636,71.20298084,25.19517388,-46.00780696,21229
2016,Kentucky,KY,Wayne,1431,6371,7992,79.71721722,17.90540541,-61.81181181,21231
2016,Kentucky,KY,Webster,1240,4397,5805,75.74504737,21.36089578,-54.38415159,21233
2016,Kentucky,KY,Whitley,2067,11312,13774,82.12574416,15.00653405,-67.11921011,21235
2016,Kentucky,KY,Wolfe,753,1804,2635,68.4629981,28.57685009,-39.88614801,21237
2016,Kentucky,KY,Woodford,4958,7697,13563,56.74998157,36.55533437,-20.1946472,21239
2016,Louisiana,LA,Acadia,5638,21162,27389,77.26459528,20.58490635,-56.67968893,22001
2016,Louisiana,LA,Allen,2106,6867,9245,74.2779881,22.77988102,-51.49810708,22003
2016,Louisiana,LA,Ascension,16476,36143,54678,66.10153992,30.13277735,-35.96876257,22005
2016,Louisiana,LA,Assumption,3931,6714,10904,61.57373441,36.05099046,-25.52274395,22007
2016,Louisiana,LA,Avoyelles,5035,11165,16586,67.31580851,30.35692753,-36.95888098,22009
2016,Louisiana,LA,Beauregard,2393,12238,15078,81.16461069,15.87080515,-65.29380554,22011
2016,Louisiana,LA,Bienville,3129,3756,7005,53.61884368,44.66809422,-8.950749465,22013
2016,Louisiana,LA,Bossier,12641,35474,49848,71.16433959,25.35909164,-45.80524795,22015
2016,Louisiana,LA,Caddo,53483,49006,105804,46.31771956,50.54912858,4.23140902,22017
2016,Louisiana,LA,Calcasieu,26296,54191,83785,64.67864176,31.3850928,-33.29354896,22019
2016,Louisiana,LA,Caldwell,788,3822,4692,81.45780051,16.7945439,-64.66325661,22021
2016,Louisiana,LA,Cameron,323,3256,3692,88.19068256,8.74864572,-79.44203684,22023
2016,Louisiana,LA,Catahoula,1322,3479,4856,71.64332784,27.22405272,-44.41927512,22025
2016,Louisiana,LA,Claiborne,2717,3585,6421,55.83242486,42.31428126,-13.51814359,22027
2016,Louisiana,LA,Concordia,3272,5477,8872,61.73354373,36.88007214,-24.8534716,22029
2016,Louisiana,LA,De Soto,5165,8068,13500,59.76296296,38.25925926,-21.5037037,22031
2016,Louisiana,LA,East Baton Rouge,102828,84660,196491,43.08594287,52.33216789,9.246225018,22033
2016,Louisiana,LA,East Carroll,1838,1059,2939,36.03266417,62.53827833,26.50561415,22035
2016,Louisiana,LA,East Feliciana,4235,5569,10042,55.45708026,42.17287393,-13.28420633,22037
2016,Louisiana,LA,Evangeline,4208,10360,14882,69.61429915,28.27576939,-41.33852977,22039
2016,Louisiana,LA,Franklin,2506,6514,9162,71.09801353,27.35210653,-43.74590701,22041
2016,Louisiana,LA,Grant,1181,7408,8821,83.981408,13.3885047,-70.5929033,22043
2016,Louisiana,LA,Iberia,10698,20903,32454,64.40808529,32.96357922,-31.44450607,22045
2016,Louisiana,LA,Iberville,8324,7320,16043,45.62737643,51.88555756,6.258181138,22047
2016,Louisiana,LA,Jackson,2139,5169,7464,69.25241158,28.65755627,-40.59485531,22049
2016,Louisiana,LA,Jefferson,73670,100398,181639,55.27337191,40.55847037,-14.71490154,22051
2016,Louisiana,LA,Jefferson Davis,3080,10775,14277,75.47103733,21.57315963,-53.89787771,22053
2016,Louisiana,LA,Lafayette,32726,68195,105603,64.57676392,30.98964992,-33.587114,22055
2016,Louisiana,LA,Lafourche,8423,31959,41645,76.74150558,20.22571737,-56.51578821,22057
2016,Louisiana,LA,La Salle,605,5836,6569,88.84152839,9.209925407,-79.63160298,22059
2016,Louisiana,LA,Lincoln,7107,10761,18669,57.64100916,38.06845573,-19.57255343,22061
2016,Louisiana,LA,Livingston,6950,48824,57730,84.5730123,12.03880132,-72.53421098,22063
2016,Louisiana,LA,Madison,2744,1927,4732,40.7227388,57.98816568,17.26542688,22065
2016,Louisiana,LA,Morehouse,5155,6502,11852,54.85993925,43.49476882,-11.36517044,22067
2016,Louisiana,LA,Natchitoches,7144,8968,16621,53.955839,42.98177005,-10.97406895,22069
2016,Louisiana,LA,Orleans,133996,24292,165812,14.65032688,80.81200396,66.16167708,22071
2016,Louisiana,LA,Ouachita,24428,41734,68017,61.35818986,35.91455077,-25.44363909,22073
2016,Louisiana,LA,Plaquemines,3347,6900,10573,65.26056937,31.65610517,-33.6044642,22075
2016,Louisiana,LA,Pointe Coupee,4764,6789,11761,57.72468328,40.50675963,-17.21792365,22077
2016,Louisiana,LA,Rapides,18322,36816,56844,64.76673,32.23207375,-32.53465625,22079
2016,Louisiana,LA,Red River,1938,2391,4422,54.07055631,43.82632293,-10.24423338,22081
2016,Louisiana,LA,Richland,3157,6287,9597,65.51005523,32.89569657,-32.61435865,22083
2016,Louisiana,LA,Sabine,1703,7879,9787,80.5047512,17.40063349,-63.10411771,22085
2016,Louisiana,LA,St. Bernard,4960,10237,15815,64.72968701,31.36263041,-33.36705659,22087
2016,Louisiana,LA,St. Charles,8559,16621,26192,63.45830788,32.67791692,-30.78039096,22089
2016,Louisiana,LA,St. Helena,3353,2497,5964,41.86787391,56.22065728,14.35278337,22091
2016,Louisiana,LA,St. James,6418,5456,12085,45.14687629,53.10715763,7.960281341,22093
2016,Louisiana,LA,St. John the Baptist,12661,7569,20743,36.48941812,61.03745842,24.5480403,22095
2016,Louisiana,LA,St. Landry,17209,21971,39977,54.95910148,43.04725217,-11.91184931,22097
2016,Louisiana,LA,St. Martin,8266,16873,25750,65.52621359,32.10097087,-33.42524272,22099
2016,Louisiana,LA,St. Mary,8050,14359,22877,62.76609695,35.18818027,-27.57791668,22101
2016,Louisiana,LA,St. Tammany,27717,90915,124392,73.08749759,22.28197955,-50.80551804,22103
2016,Louisiana,LA,Tangipahoa,16878,33959,52416,64.78746947,32.20009158,-32.5873779,22105
2016,Louisiana,LA,Tensas,1332,1182,2548,46.38932496,52.27629513,5.886970173,22107
2016,Louisiana,LA,Terrebonne,10665,31902,43896,72.67632586,24.29606342,-48.38026244,22109
2016,Louisiana,LA,Union,2691,7972,10894,73.17789609,24.70167064,-48.47622545,22111
2016,Louisiana,LA,Vermilion,4857,20063,25632,78.27325218,18.94897004,-59.32428215,22113
2016,Louisiana,LA,Vernon,2665,13471,16633,80.98959899,16.02236518,-64.96723381,22115
2016,Louisiana,LA,Washington,5692,12556,18628,67.4039081,30.55615203,-36.84775607,22117
2016,Louisiana,LA,Webster,6260,11542,18145,63.60980986,34.49986222,-29.10994764,22119
2016,Louisiana,LA,West Baton Rouge,5383,6927,12712,54.49181875,42.34581498,-12.14600378,22121
2016,Louisiana,LA,West Carroll,715,3970,4759,83.42088674,15.02416474,-68.396722,22123
2016,Louisiana,LA,West Feliciana,2248,3390,5799,58.45835489,38.76530436,-19.69305053,22125
2016,Louisiana,LA,Winn,1644,4608,6372,72.31638418,25.80037665,-46.51600753,22127
2016,Maine,ME,Androscoggin,23009,28227,55601,50.76707253,41.38234924,-9.384723296,23001
2016,Maine,ME,Aroostook,13386,19419,35097,55.32951534,38.14001197,-17.18950338,23003
2016,Maine,ME,Cumberland,102981,57709,171818,33.58728422,59.93609517,26.34881095,23005
2016,Maine,ME,Franklin,7016,7918,16488,48.02280446,42.55215915,-5.470645318,23007
2016,Maine,ME,Hancock,16117,13705,32130,42.65483971,50.16184251,7.507002801,23009
2016,Maine,ME,Kennebec,29302,31675,66208,47.84165056,44.25749154,-3.584159014,23011
2016,Maine,ME,Knox,12443,9148,23147,39.52132026,53.75642632,14.23510606,23013
2016,Maine,ME,Lincoln,10241,9727,21503,45.23554853,47.62591266,2.390364135,23015
2016,Maine,ME,Oxford,12172,16210,31201,51.95346303,39.01157014,-12.94189289,23017
2016,Maine,ME,Penobscot,32838,41622,80540,51.67866898,40.77228706,-10.90638192,23019
2016,Maine,ME,Piscataquis,3098,5406,9182,58.87606186,33.73992594,-25.13613592,23021
2016,Maine,ME,Sagadahoc,10664,9304,21616,43.04219097,49.33382679,6.291635825,23023
2016,Maine,ME,Somerset,9092,15001,26064,57.55448128,34.88336403,-22.67111725,23025
2016,Maine,ME,Waldo,10440,10378,22707,45.70396794,45.97701149,0.273043555,23027
2016,Maine,ME,Washington,6075,9093,16365,55.56370302,37.12190651,-18.44179652,23029
2016,Maine,ME,York,55844,50403,114274,44.10714598,48.86850902,4.76136304,23031
2016,Maryland,MD,Allegany,7875,21270,30654,69.38735565,25.6899589,-43.69739675,24001
2016,Maryland,MD,Anne Arundel,128419,122403,270081,45.32084819,47.54832809,2.227479904,24003
2016,Maryland,MD,Baltimore,218412,149477,390682,38.26052902,55.9053143,17.64478527,24005
2016,Maryland,MD,Calvert,18225,26176,47408,55.21430982,38.44287884,-16.77143098,24009
2016,Maryland,MD,Caroline,4009,9368,14113,66.37851626,28.40643378,-37.97208248,24011
2016,Maryland,MD,Carroll,26567,58215,91848,63.38189182,28.92496298,-34.45692884,24013
2016,Maryland,MD,Cecil,13650,28868,45269,63.76990877,30.15308489,-33.61682388,24015
2016,Maryland,MD,Charles,49341,25614,78303,32.71139037,63.01291138,30.30152101,24017
2016,Maryland,MD,Dorchester,6245,8413,15225,55.25779967,41.0180624,-14.23973727,24019
2016,Maryland,MD,Frederick,56522,59522,125677,47.36109232,44.9740207,-2.38707162,24021
2016,Maryland,MD,Garrett,2567,10776,14011,76.9109985,18.32131896,-58.58967954,24023
2016,Maryland,MD,Harford,47077,77860,133672,58.24705249,35.21829553,-23.02875696,24025
2016,Maryland,MD,Howard,102597,47484,162193,29.27623264,63.25612079,33.97988816,24027
