Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1805213,"September 9, 2020",Oklahoma,Oklahoma City,1505 N Midwest Blvd,1,0,N/A
1789682,"September 8, 2020",Georgia,Lawrenceville,Bernice Ct,1,0,N/A
1789505,"September 8, 2020",Delaware,Wilmington,500 block of Pine St,1,0,N/A
1791543,"September 7, 2020",Pennsylvania,Reading,200 block of S 9th St,1,0,N/A
1789528,"September 7, 2020",Mississippi,Vicksburg,1200 block of Bowmar Ave,1,0,N/A
1787786,"September 6, 2020",Texas,San Antonio,8722 Cinnamon Creek Dr,1,0,N/A
1787495,"September 6, 2020",Texas,San Antonio,9101 Dartbrook Dr,1,0,N/A
1787311,"September 6, 2020",South Carolina,Ridgeland,10504 S Jacob Smart Blvd,1,0,N/A
1789448,"September 6, 2020",Louisiana,Opelousas,200 block of Lofton St,1,0,N/A
1785726,"September 5, 2020",Florida,Jacksonville,7800 block of Renault Dr,1,1,N/A
1786049,"September 5, 2020",Virginia,Emporia,200 block of Briggs St,1,0,N/A
1786293,"September 4, 2020",Texas,San Antonio,17635 Henderson Pass,1,1,N/A
1786446,"September 4, 2020",Missouri,High Ridge,Sommerville Dr and Woburn Dr,1,0,N/A
1786340,"September 4, 2020",Nebraska,Omaha,3511 S 84th St,1,0,N/A
1784446,"September 3, 2020",Illinois,Chicago,4400 block of W Jackson Blvd,1,0,N/A
1784592,"September 3, 2020",Arkansas,Pine Bluff,17th St and Elm St,1,1,N/A
1784905,"September 2, 2020",Ohio,Toledo,832 Brown Ave,1,1,N/A
1783582,"September 2, 2020",Pennsylvania,Philadelphia,1800 block of Moore St,2,2,N/A
1783997,"September 2, 2020",California,Stockton,5600 block of Kermit Lane,1,0,N/A
1783692,"September 2, 2020",Ohio,Cincinnati,1700 block of Baltimore Ave,1,0,N/A
1782611,"September 2, 2020",Texas,San Antonio,5100 block of Village Crest,1,0,N/A
1783794,"September 2, 2020",Illinois,Chicago,1700 block of N Washtenaw Ave,1,0,N/A
1782065,"September 1, 2020",Pennsylvania,Philadelphia,2300 block of Edgley St,1,0,N/A
1782123,"September 1, 2020",Minnesota,Saint Paul,1200 block of Hazelwood St,1,0,N/A
1783261,"September 1, 2020",Michigan,Roseville,26015 Gratiot Ave,1,0,N/A
1785412,"September 1, 2020",Arizona,Stanfield,N Baylor Way,1,0,N/A
1781104,"August 31, 2020",Texas,Dallas,2605 John West Rd,3,0,N/A
1781500,"August 31, 2020",Florida,Lady Lake,Singletary Rd,1,0,N/A
1785489,"August 30, 2020",Ohio,Cleveland (Shaker Heights),18100 S Woodland Rd,3,0,N/A
1780266,"August 30, 2020",Texas,San Antonio,S Olive St and Aransas Ave,2,2,N/A
1782608,"August 30, 2020",Michigan,Detroit,Rosemary St,1,0,N/A
1779613,"August 29, 2020",Pennsylvania,Harrisburg,N 18th and Forster St,1,0,N/A
1780038,"August 29, 2020",Texas,Amarillo,4100 block of SW 45th St,1,0,N/A
1779146,"August 28, 2020",Illinois,Waukegan,730 N Green Bay Rd,1,0,N/A
1778303,"August 28, 2020",Georgia,Quitman,650 Barwick Rd,1,0,N/A
1778592,"August 28, 2020",Michigan,Flint,4000 block of Douglas Ave,1,0,N/A
1779023,"August 28, 2020",Texas,Dallas,2600 block of Elm St,1,4,N/A
1777364,"August 27, 2020",Texas,Belton,400 block of Smith St,1,0,N/A
1777607,"August 27, 2020",Oregon,Portland,10500 block of NE Halsey St,1,3,N/A
1776786,"August 26, 2020",California,North Palm Springs,300 block of Avenida Cerca,1,0,N/A
1776125,"August 26, 2020",Arizona,Tucson,1200 block of W Calle Rancho Rio,1,0,N/A
1776557,"August 26, 2020",Louisiana,Shreveport,I-22 and N Market St,1,0,N/A
1774769,"August 25, 2020",Michigan,Jackson,Hallett St and Longfellow Ave,1,0,N/A
1773962,"August 24, 2020",Kentucky,Louisville,600 block of Cecil Ave,1,0,N/A
1774476,"August 24, 2020",Minnesota,Minneapolis,2300 block of James Ave N,1,0,N/A
1774807,"August 24, 2020",Florida,Tampa,I-4 and McIntosh Rd,1,0,N/A
1776625,"August 24, 2020",Illinois,Maywood,1100 block of 12th Ave,1,0,N/A
1772945,"August 23, 2020",Colorado,Littleton (Lakewood),7455 W Colfax Ave,2,0,N/A
1772510,"August 23, 2020",Kentucky,Lexington,3401 Nicholasville Rd,1,2,N/A
1772598,"August 23, 2020",Pennsylvania,Philadelphia,22nd St and Diamond St,1,0,N/A
1772428,"August 23, 2020",North Carolina,Durham,200 Seven Oaks Rd,1,0,N/A
1773385,"August 23, 2020",Nevada,Las Vegas,N Las Vegas Blvd and Nellis Blvd,1,0,N/A
1772550,"August 23, 2020",Indiana,Indianapolis,800 block of Belhaven Pl,1,1,N/A
1771950,"August 22, 2020",Minnesota,Burnsville,600 block of E 145th St,1,0,N/A
1775472,"August 22, 2020",Alaska,Shishmaref,N/A,1,0,N/A
1773832,"August 22, 2020",Ohio,Lorain,2047 E 26th St,1,0,N/A
1772174,"August 22, 2020",Alabama,Bessemer (Hueytown),Allison Bonnet Memorial Dr and Rutledge Dr,1,3,N/A
1772021,"August 21, 2020",Michigan,Inkster,572 Tobin Dr,1,0,N/A
1770683,"August 21, 2020",Kentucky,Lexington,N Broadway Park and McClain Dr,1,0,N/A
1769673,"August 20, 2020",Texas,Fort Worth,3200 block of New York Ave,1,1,N/A
1771932,"August 19, 2020",California,Los Angeles,N/A,1,0,N/A
1769561,"August 19, 2020",Pennsylvania,Pittsburgh,500 block of Norton St,1,0,N/A
1769837,"August 19, 2020",Virginia,Richmond,1100 block of St Paul St,1,1,N/A
1768711,"August 17, 2020",Maine,New Sharon,Industry Rd,1,0,N/A
1767821,"August 17, 2020",Kentucky,Louisville,5300 block of New Cut Rd,1,2,N/A
1766923,"August 17, 2020",New York,Albany,Southern Blvd,1,1,N/A
1768530,"August 17, 2020",Alabama,Montgomery,1000 block of Forest Ave,1,0,N/A
1766938,"August 16, 2020",Ohio,Toledo,600 block of Pinewood Ave,1,0,N/A
1765918,"August 15, 2020",North Carolina,Garner,3920 Jones Sausage Rd,1,0,N/A
1766251,"August 15, 2020",Kentucky,Owensboro,1500 block of W 5th St,1,0,N/A
1766032,"August 15, 2020",California,Oakland,10300 block of Sunnyside St,1,0,N/A
1765936,"August 15, 2020",Ohio,Toledo,1000 block of Steeplebush Dr,1,0,N/A
1766064,"August 15, 2020",Texas,Dallas,2510 Community Dr,1,0,N/A
1765776,"August 14, 2020",Ohio,Cincinnati,3400 block of Bassett Rd,1,0,N/A
1764989,"August 14, 2020",Pennsylvania,Philadelphia,2200 block of W Harold St,1,0,N/A
1764826,"August 14, 2020",Wisconsin,Milwaukee,2300 block of N 18th St,1,1,N/A
1764588,"August 14, 2020",Louisiana,Lake Charles,Lena Ave and Dixy Dr,1,0,N/A
1763742,"August 13, 2020",Missouri,Saint Louis (Northwoods),3800 block of Melba Pl,1,0,N/A
1764083,"August 13, 2020",Arizona,Glendale,65th Ave and Bethany Home Rd,2,0,N/A
1764490,"August 13, 2020",Arkansas,Marianna,Main St and Alabama St,1,1,N/A
1764267,"August 13, 2020",Ohio,Columbus,I-270 and Hall Rd,1,1,N/A
1764029,"August 13, 2020",Indiana,Fishers,11825 Technology Dr,1,1,N/A
1763259,"August 12, 2020",Missouri,Saint Louis,2800 block of Gamble St,1,0,N/A
1763782,"August 12, 2020",North Carolina,Winston Salem (Winston-salem),2600 block of N Cleveland Ave,1,0,N/A
1761889,"August 11, 2020",Texas,Universal City,200 Palisades Dr,1,0,N/A
1762800,"August 11, 2020",Tennessee,Springfield,Pine Cir,1,1,N/A
1762186,"August 11, 2020",Louisiana,Crowley,1800 block of Harry Fuselier St,1,0,N/A
1761552,"August 10, 2020",Delaware,Wilmington,800 block of N Pine St,1,1,N/A
1761331,"August 10, 2020",District of Columbia,Washington,5500 block of 9th St NW,1,1,N/A
1760214,"August 9, 2020",Mississippi,Biloxi,270 Covenant Square Dr,1,0,N/A
1759644,"August 9, 2020",Louisiana,Port Barre,200 block of Bayou Dr,1,1,N/A
1758966,"August 9, 2020",District of Columbia,Washington,3300 block of Dubois Pl SE,1,21,N/A
1759269,"August 8, 2020",New Mexico,Albuquerque,Chico Rd NE and Jane St NE,1,0,N/A
1758297,"August 7, 2020",California,Lompoc,700 block of N E St,1,0,N/A
1757286,"August 7, 2020",Indiana,Indianapolis,300 block of N Bradley Ave,1,0,N/A
1757397,"August 6, 2020",Ohio,Columbus,800 block of S Weyant Ave,1,0,N/A
1757366,"August 6, 2020",Kansas,Kansas City,62nd St and Nebraska Ave,1,0,N/A
1755889,"August 5, 2020",Virginia,Portsmouth,2600 block of High St,1,1,N/A
1756668,"August 5, 2020",Missouri,Mexico,900 block of Tyronn Lue Blvd,1,1,N/A
1756840,"August 5, 2020",Florida,Orlando,Columbia St and S Ivey Ln,1,0,N/A
1757031,"August 5, 2020",Indiana,Shoals,14623 IN-450,1,0,N/A
1755748,"August 4, 2020",California,Auburn,1000 block of Redhawk Ln,1,0,N/A
1754312,"August 3, 2020",Michigan,Muskegon (Muskegon Heights),2818 Woodcliffe Dr,1,1,N/A
1754650,"August 3, 2020",Iowa,Ankeny,6703 SE Bellagio Dr,1,0,N/A
1753653,"August 2, 2020",Utah,West Jordan,2360 W 7680 S,1,1,N/A
1753419,"August 1, 2020",Arizona,Phoenix,W McDowell Rd and N 69th Ave,1,0,N/A
1752637,"August 1, 2020",North Carolina,Winston Salem (Winston-salem),Utah Dr,2,0,N/A
1753096,"August 1, 2020",Texas,Bedford,601 N Industrial Blvd,1,0,N/A
1751949,"August 1, 2020",Colorado,Denver,3000 block of W Virginia Ave,1,4,N/A
1751653,"July 31, 2020",Illinois,Chicago,1900 block of W Granville Ave,1,0,N/A
1752464,"July 31, 2020",Maryland,Indian Head,100 block of Riverwatch Dr,1,0,N/A
1752438,"July 31, 2020",Maryland,Baltimore,600 block of Mount Holly St,1,1,N/A
1751630,"July 31, 2020",Tennessee,Memphis,2864 Thomas St,1,0,N/A
1751257,"July 31, 2020",California,Palm Springs,Palm Vista and Granada Ave,2,0,N/A
1751904,"July 31, 2020",Texas,San Antonio,7600 block of McCullough Ave,1,0,N/A
1751672,"July 31, 2020",Texas,Littlefield,721 W 3rd St,1,0,N/A
1751963,"July 30, 2020",Ohio,Cleveland,7310 Carson Ave,1,0,N/A
1757018,"July 29, 2020",California,Los Angeles,100 block of E 87th Place,1,0,N/A
1749873,"July 29, 2020",Ohio,Elyria,537 Willow Park Rd,5,0,N/A
1750135,"July 29, 2020",Pennsylvania,Uniontown,Lenox St,1,0,N/A
1748936,"July 28, 2020",Tennessee,Memphis,4200 block of Arrow Rd,1,0,N/A
1749281,"July 28, 2020",Delaware,Wilmington,1100 block of Beech St,2,2,N/A
1749654,"July 28, 2020",Illinois,Joliet,600 block of Jackson St,1,0,N/A
1749060,"July 28, 2020",Missouri,Saint Louis (Jennings),5500 block of Helen Ave,1,0,N/A
1748134,"July 27, 2020",Washington,Federal Way,2410 S 312th St,1,3,N/A
1748314,"July 27, 2020",Maryland,Annapolis,1800 block of Bowman Ct,1,0,N/A
1747864,"July 27, 2020",Missouri,Saint Louis,1400 block of Switzer Ave,2,1,N/A
1747503,"July 27, 2020",Missouri,Independence,12333 E US-40,1,1,N/A
1750654,"July 26, 2020",Michigan,Flint,900 block of Johnson Ave,1,0,N/A
1746417,"July 26, 2020",Colorado,Commerce City,6300 block of Ivanhoe St,1,3,N/A
1746815,"July 26, 2020",New York,Brooklyn,Vermont St and Jamaica Ave,2,1,N/A
1749311,"July 26, 2020",Florida,Summerfield,SE 105th Ave,1,0,N/A
1747678,"July 26, 2020",Illinois,Joliet,S Ottawa St and Munroe St,1,0,N/A
1746886,"July 26, 2020",California,Los Angeles,Hollywood Blvd and N Highland Ave,1,1,N/A
1747063,"July 25, 2020",Louisiana,Shreveport,6100 block of Henderson Ave,1,0,N/A
1744699,"July 24, 2020",Ohio,Columbus,200 block of Dana Ave,1,0,N/A
1745132,"July 24, 2020",New York,Brooklyn,1625 Dean St,1,0,N/A
1745229,"July 24, 2020",Pennsylvania,Philadelphia,4700 block of Shelmire Ave,1,0,N/A
1744407,"July 24, 2020",Georgia,Atlanta,Sunset Ave NW and Lester St NW,2,2,N/A
1744367,"July 24, 2020",Illinois,Chicago,900 block of N Lamon Ave,2,1,N/A
1743840,"July 23, 2020",Minnesota,Minneapolis,E 35th St and Chicago Ave S,1,0,N/A
1744420,"July 23, 2020",Texas,Dallas,5400 block of N Arcadia Dr,1,0,N/A
1743982,"July 23, 2020",Michigan,Jackson,1200 block of Heather Ln,1,0,N/A
1744403,"July 23, 2020",Maryland,Baltimore,1200 block of N Curley St,1,0,N/A
1743577,"July 22, 2020",Georgia,Hinesville,1126 Oglethorpe Hwy,1,0,N/A
1742862,"July 22, 2020",Colorado,Fountain,6800 block of Kasson Dr,1,0,N/A
1743086,"July 21, 2020",Texas,Longview,1500 block of W Fairmont St,1,0,N/A
1742213,"July 21, 2020",Illinois,Chicago,7100 block of S King Dr,1,0,N/A
1741885,"July 21, 2020",Illinois,Chicago,6513 S Maryland Ave,1,0,N/A
1741742,"July 21, 2020",Massachusetts,Stoughton,31 Jones Terr,1,0,N/A
1743098,"July 21, 2020",Wyoming,Laramie,2100 block of Thornburg Dr,1,0,N/A
1740699,"July 20, 2020",Virginia,Hampton,800 block of Lemaster Ave,1,0,N/A
1741526,"July 20, 2020",Iowa,Waterloo,2800 block of E 4th St,1,1,N/A
1740268,"July 19, 2020",Kansas,Kansas City,1400 block of Kansas Ave,1,0,N/A
1739645,"July 19, 2020",Mississippi,Biloxi,2400 block of Old Bay Rd,1,0,N/A
1762731,"July 19, 2020",Nevada,North Las Vegas,N/A,1,0,N/A
1741389,"July 19, 2020",Florida,Palm Bay,490 Koutnik Rd SE,1,0,N/A
1740831,"July 19, 2020",California,Tracy,Finck Rd,1,0,N/A
1739977,"July 19, 2020",Massachusetts,Boston,46 Wildwood St,2,0,N/A
1739380,"July 18, 2020",Florida,Jacksonville,6787 Wilson Blvd,1,0,N/A
1739313,"July 18, 2020",Louisiana,Baton Rouge,5800 block of W Rio Dr,1,0,N/A
1738728,"July 17, 2020",Indiana,Gary,800 block of Kentucky St,1,0,N/A
1737678,"July 17, 2020",Missouri,Kansas City,E 60th St and Forest Ave,1,0,N/A
1738724,"July 17, 2020",Georgia,Macon,2584 Rocky Creek Rd,1,0,N/A
1737564,"July 16, 2020",Ohio,Dayton,2185 Kajean Ave,1,0,N/A
1737560,"July 16, 2020",North Carolina,Charlotte,2760 Ashley Rd,1,0,N/A
1736495,"July 16, 2020",North Carolina,Apex,3800 block of Copperhead Rd,1,0,N/A
1737879,"July 16, 2020",South Carolina,Williston,800 block of Elko St,1,0,N/A
1737445,"July 16, 2020",Texas,San Antonio,11000 block of Lands Pond,1,0,N/A
1737364,"July 15, 2020",Texas,Dallas,2700 block of Texas Dr,1,0,N/A
1736397,"July 15, 2020",Louisiana,Westlake,2400 block of Duraso Dr,2,1,N/A
1736072,"July 15, 2020",Illinois,Chicago,6900 block of S Throop St,1,1,N/A
1737059,"July 15, 2020",New Mexico,Santa Fe,6600 Jaguar Dr,1,1,N/A
1737040,"July 15, 2020",Florida,Tallahassee,501 W Orange Ave,1,0,N/A
1735542,"July 15, 2020",North Carolina,Durham,3020 E Weaver St,1,1,N/A
1736215,"July 15, 2020",California,San Jose,1900 block of Senter Rd,1,0,N/A
1736292,"July 14, 2020",Texas,Dallas,2728 N Buckner Blvd,1,1,N/A
1735415,"July 14, 2020",Virginia,Richmond,910 N 31st St,1,1,N/A
1735951,"July 14, 2020",New Hampshire,Manchester,276 Central St,1,0,N/A
1734565,"July 14, 2020",New York,Corona (Queens),28-15 Deerfield Rd,2,0,N/A
1735295,"July 14, 2020",Kansas,Topeka,512 SW 5th St,2,0,N/A
1738468,"July 14, 2020",Oklahoma,Beaver,300 block of Ave N,1,0,N/A
1734896,"July 13, 2020",Illinois,Crest Hill,1700 block of Arbor Ln,1,0,N/A
1734064,"July 13, 2020",Kentucky,Louisville,1200 block of W Hill St,1,3,N/A
1734251,"July 13, 2020",Georgia,Austell,200 block of Riverside Pkwy,1,0,N/A
1734396,"July 13, 2020",New York,New York (Manhattan),220 E 102nd St,1,0,N/A
1733247,"July 13, 2020",North Carolina,Charlotte,3400 Griffith St,1,0,N/A
1733265,"July 12, 2020",Missouri,Saint Louis,815 Cole St,1,1,N/A
1732427,"July 12, 2020",Tennessee,Memphis,3447 Invergarry Rd,1,2,N/A
1733369,"July 12, 2020",North Carolina,Charlotte,4000 block of Cushman St,1,0,N/A
1732547,"July 12, 2020",Mississippi,Jackson,Bounds St and Keele St,1,1,N/A
1731916,"July 11, 2020",Michigan,Detroit,11300 block of Cheyenne St,1,0,N/A
1731637,"July 11, 2020",Texas,Baytown,3400 block of Rollingcreek Dr,3,0,N/A
1732095,"July 11, 2020",California,Gardena,14114 S Vermont Ave,1,0,N/A
1731370,"July 11, 2020",Indiana,Indianapolis,2400 block of Sheridan Ave,2,1,N/A
1731834,"July 11, 2020",Ohio,Columbus,2282 Gerbert Rd,1,0,N/A
1731648,"July 11, 2020",Texas,Dallas,100 block of Continental Ave,1,1,N/A
1731860,"July 11, 2020",Oklahoma,Tulsa,1624 E Virgin St,1,0,N/A
1732973,"July 11, 2020",Colorado,Denver,4500 block of Atchison Way,1,1,N/A
1731034,"July 10, 2020",Illinois,Chicago,9800 block of S Hoxie Ave,1,0,N/A
1730950,"July 9, 2020",North Carolina,Wilmington,Carolina Beach Rd and Matteo Dr,1,1,N/A
1730575,"July 9, 2020",Texas,Paris (Reno),800 block of Harris Rd,2,2,N/A
1730863,"July 9, 2020",Utah,Saint George,600 N and 2450 E,1,0,N/A
1730315,"July 9, 2020",Louisiana,Shreveport,David Raines Blvd and Peach St,1,0,N/A
1732054,"July 9, 2020",Ohio,Euclid,E 232 St,1,0,N/A
1730282,"July 8, 2020",Colorado,Denver,12295 E Albrook Dr,2,0,N/A
1727857,"July 7, 2020",Virginia,Richmond,9500 block of Crown Ct,1,0,N/A
1727723,"July 7, 2020",North Carolina,Greensboro,1000 block of W Barton St,1,1,N/A
1728989,"July 7, 2020",North Carolina,Wadesboro,W Carolina Ave,1,0,N/A
1727313,"July 6, 2020",Michigan,Flint,1700 block of Dort Hwy,1,0,N/A
1729517,"July 6, 2020",New Jersey,Jersey City,Rutgers Ave and New St,1,0,N/A
1728370,"July 6, 2020",New Mexico,Las Vegas,NM-518,1,2,N/A
1730966,"July 5, 2020",Arizona,Kingman,E McVicar Ave and N Tommie Dr,1,0,N/A
1726758,"July 5, 2020",Indiana,Evansville,1100 block of Powell Ave,1,0,N/A
1729721,"July 5, 2020",Ohio,Cleveland,Allegheny Ave and Northfield Ave,1,0,N/A
1725954,"July 5, 2020",Ohio,Columbus,1400 block of W Rich St,1,0,N/A
1726051,"July 5, 2020",Pennsylvania,Philadelphia,61st St and Nassau Rd,1,2,N/A
1727943,"July 5, 2020",California,San Jacinto,700 block of Torino Ave,1,1,N/A
1726504,"July 5, 2020",Indiana,Gary,800 block of Pierce St,1,0,N/A
1726432,"July 4, 2020",New York,Vestal,709 Rano Blvd,2,1,N/A
1724413,"July 4, 2020",Pennsylvania,York,Maple St and Duke St,1,0,N/A
1725595,"July 4, 2020",Florida,Jacksonville,4600 block of Monroe Smith Rd,1,0,N/A
1725081,"July 4, 2020",Illinois,Chicago,6100 block of S Carpenter St,4,4,N/A
1724965,"July 4, 2020",Ohio,Columbus,1000 block of Vesta Ave,1,2,N/A
1725920,"July 4, 2020",Alabama,Decatur,18th Ave SE and Locust St SE,1,0,N/A
1747553,"July 3, 2020",California,Los Angeles,E 98th St and S Central Ave,1,0,N/A
1726161,"July 3, 2020",Texas,Richardson,800 block of S Sherman St,1,0,N/A
1724137,"July 3, 2020",Missouri,Saint Louis,6000 block of Garesche Ave,1,0,N/A
1723359,"July 2, 2020",Illinois,Chicago,800 block of E 87th Pl,1,0,N/A
1723184,"July 2, 2020",California,Delano,2100 block of Oleander St,2,3,N/A
1723297,"July 2, 2020",Massachusetts,Boston,39 Mt Pleasant Ave,1,2,N/A
1722662,"July 1, 2020",California,Sacramento,5500 block of Mack Rd,1,0,N/A
1721201,"June 30, 2020",North Carolina,Charlotte,3201 Beatties Ford Rd,1,1,N/A
1721951,"June 30, 2020",Wisconsin,Milwaukee,3400 block of N 8th St,1,0,N/A
1721576,"June 30, 2020",Missouri,Kansas City (Raytown),6247 Blue Ridge Blvd,1,1,N/A
1719763,"June 29, 2020",Kansas,Kansas City,S Boeke St and Osage Ave,1,0,N/A
1720620,"June 29, 2020",Indiana,Indianapolis,300 block of W Walnut St,1,0,N/A
1719702,"June 29, 2020",Washington,Seattle,12th Ave and Pike St,1,1,N/A
1720717,"June 29, 2020",Texas,San Antonio,Zarzamora St and Aztec Alley,1,1,N/A
1720569,"June 29, 2020",Tennessee,Jackson,Roosevelt Pkwy and Carver Ave,1,0,N/A
1719745,"June 28, 2020",New York,Bronx,Davidson Ave and W 176th St,1,0,N/A
1719766,"June 28, 2020",Utah,Salt Lake City (West Valley City),3525 W 3965 S,1,1,N/A
1719521,"June 28, 2020",Texas,Fort Worth,1400 N Main St,1,0,N/A
1719593,"June 28, 2020",Tennessee,Memphis,2898 S Perkins Rd,1,0,N/A
1718131,"June 27, 2020",Virginia,Roanoke,5040 Valley View Blvd NW,1,0,N/A
1718344,"June 27, 2020",Illinois,Chicago,1100 block of N Monticello Ave,1,0,N/A
1717708,"June 25, 2020",Illinois,Rockford,1400 block of Blaisdell St,1,0,N/A
1716492,"June 24, 2020",Illinois,Belleville,6300 block of W Washington St,1,0,N/A
1716129,"June 24, 2020",Ohio,Columbus,Hudson St and Medina Ave,1,0,N/A
1716199,"June 24, 2020",Connecticut,Windsor Locks,89 Center St,1,0,N/A
